HIRESName,FILENAME,RV
HD34575,r20121007.182,-5.959585834443942
HD42250,r20041023.234,-4.723021465769506
HD66171,r20120402.165,-9.96515711340844
HD263175,r20151001.101,-6.94042410815274
HD53927,r20151128.99,-10.08836548199997
HD16623,r20060905.237,-6.586717556874263
HD18445,r20171229.86,-1354.560436713939
HD12235,r20160729.146,-6.497936877513808
HD16287,r20160124.109,4005.89152131374
HD16275,r20080826.207,-8.346423019707489
HD17190,r20171225.67,-6.546897390493744
HD16397,r20160711.118,-5.826234941147959
HD21313,r20180820.97,-10.17636806892389
HD21847,r20161121.127,50.6117424761822
HD24213,r20050128.178,-8.207472490152611
HD21774,r20171108.103,-8.581181884854267
HD22072,r20111017.215,-9.471324061850536
HD18632,r20100802.138,26.699632096731985
HD22282,r20120924.123,-6.550047696394756
HD101501,r20091207.240,32.35782447067848
HD111395,r20091207.243,-24.263928831660422
HD96612,r20140717.65,-10.318255436277369
HD130307,r20160921.68,17.28250251926944
HD110463,r20160127.137,-17.90050105271682
HD112914,r20170706.68,-5437.0097642882765
HD144872,r20170204.121,7.82556842636204
HD153525,r20170204.122,24.92802147099064
HD137778,r20140709.62,-22.472217402670196
HD2331,r20060715.207,3.8870443951992972
HD8828,r20050821.252,8.87278540583906
HD83752,r20060114.189,-5751.117014826904
HD104389,r20060213.199,16.47481631796357
HD104263,r20060710.122,-3.682411941580169
HD133125,r20060710.133,-2.6402862444390283
HD161284,r20060813.139,24.725059095072762
HD147752,r20060715.149,9.63453696408324
HD175742,r20150830.60,-4034.476155379557
HD129814,r20180814.69,137.1021594544236
HD142229,r20160126.160,358.7080060430378
HD202575,r20140715.126,-22.94030649883098
HD181234,r20140822.74,59.91666579691177
HD3684,r20070806.167,227.4110641223031
HD8038,r20160716.133,-12.490920033684931
HD30495,r20141211.101,30.18800542108568
HD101904,r20060412.178,-25.040114088338928
HD98281,r20060209.204,-10.57598685505582
HD159062,r20180819.67,-107.7574772863216
HD97854,r20060213.196,11.41269239213775
HD95622,r20060214.111,35.56666288191897
HD170469,r20070824.271,-18.56578164330728
HD85689,r20060213.172,-115.67500776482642
HD122973,r20080323.281,38.607185411384286
HD154144,r20080323.289,-67.27803942575792
HD20439,r20060213.109,41.07649623125326
HD10008,r20170804.97,-18.181767872312072
HD164595,r20140726.63,-8.348772312165966
HD106088,r20070604.175,7.065647243763522
HD155712,r20090413.140,-9.222917861795047
HD166,r20061215.165,39.688166024948
HD17156,r20080320.108,-358.6150861638982
HD19659,r20040823.245,-32.187670274697034
HD141399,r20120526.101,-96.1273417511882
HD156279,r20131020.73,-706.3377979443343
HD185414,r20130520.161,-2424.290451395754
HD180161,r20170927.70,-26.626703573800302
HD165401,r20050629.79,-479.8635259382223
HD169889,r20160629.86,216.9739700192319
HD209599,r20150729.138,-5.606847821541848
HD6715,r20060714.36,6.733123256849263
HD192310,r20160902.70,-10.963570003933949
HD218445,r20051220.135,-7.2634206246116255
HD222038,r20140809.106,3270.8746861492873
HD15335,r20140705.102,-10.88584475828264
HD201651,r20071126.142,-3.1918222917956234
HD207897,r20150802.115,-3.370580616818152
HD201924,r20150728.74,56.597005053128875
HD204814,r20050630.131,-6.430255214278987
HD208038,r20180624.63,-18.35229469888833
HD212733,r20150729.131,6826.220186476982
HD207839,r20150802.91,9.777068926884752
HD215500,r20060905.164,-4.269314774347321
HD216191,r20060905.141,-6.809667295286563
HD210144,r20150725.73,9.186308275176073
HD215704,r20050820.197,6.553000204202707
HD240430,r20170703.88,-6.09698107431684
HD240429,r20170708.78,-4.566734874803611
HD175541,r20110614.60,22.890870118807157
HD217014,r20140911.78,-64.4446362858632
HD219781,r20070529.206,-6.356380324682333
HD219828,r20070826.181,-293.4077634712569
HD8389,r20080810.156,-23.25109106926016
HD10015,r20061216.186,-8140.355436653235
HD7510,r20071124.101,5.404423023975261
HD222986,r20060116.138,58.52056726279437
HD10013,r20060904.224,1.7616820805264533
HD141004,r20140220.218,15.109344908118599
HD27496,r20060209.151,-9.418833234437443
HD19617,r20111017.166,-72.64866699680726
HD37605,r20060903.270,-334.041251150615
HD38801,r20060903.271,242.93164139423783
HD39094,r20180819.112,390.68365009684334
HD43691,r20120825.123,153.6258210527567
HD53532,r20070129.177,-13.481536802566108
HD57204,r20071124.157,19.0071599028177
HD155413,r20140724.69,-155.3002603888685
HD188512,r20090711.147,-16.060037672278668
HD163607,r20080624.122,-85.17287939158031
HD152125,r20050719.133,-4.160811992888338
HD120528,r20070530.158,-8.436941628246242
HD117122,r20120707.73,-5.529144652737778
HD114375,r20070530.156,1929.9460568688708
HD110044,r20180806.64,9.607603360800514
HD154325,r20050724.130,5.165675467382698
HD175425,r20050719.157,-2.684747848837162
HD163589,r20070530.169,7.023398191074891
HD96529,r20060214.113,6.071854482412842
HD103828,r20060213.193,-6.733698865904717
HD104437,r20060214.131,-3.0286805804518617
HD104588,r20120806.92,-14.77083823190486
HD108942,r20060214.130,-7.774340904206213
HD139907,r20080323.291,-36.14309599178667
HD234314,r20070530.161,13.32534782811933
HD149750,r20050725.132,-5.6720169503881275
HD179079,r20131211.69,-15.622560814896701
HD149806,r20160922.68,23.59869920358891
HD144585,r20070528.152,-6.207760375049857
HD13043,r20070207.132,-15.02020927664835
HD9986,r20120708.169,-24.56625726717527
HD114613,r20070604.121,16.87038438259879
HD136352,r20090712.122,10.697941317960641
HD159868,r20100304.201,-63.537992208801825
HD218868,r20130629.103,15.27529472740314
HD103847,r20110419.95,-16.83639989083592
HD177274,r20050719.166,-32.21322367111608
HD148284,r20130605.77,1391.812915200227
HD12484,r20100204.149,-141.345084949035
HD26736,r20120827.114,-124.16101195189829
HD180053,r20090413.138,79.30498105660695
HD183473,r20130702.121,133.7419207145969
HD193342,r20120926.127,1742.7577850328448
HD195787,r20091005.81,6273.055898852372
HD197162,r20070902.130,29.89099459654118
HD220952,r20110623.126,-34.21516439362722
HD199476,r20130608.155,-12.01264176310796
HD4307,r20050821.240,16.84959656015002
HD13382,r20060811.225,23.203249184654172
HD16141,r20150729.184,-19.39290347616168
HD28005,r20111111.161,-9.017790091103477
HD24238,r20150830.94,-9.736809614133877
HD34445,r20180201.67,-29.876628772983853
HD33283,r20131117.193,26.046903810282178
HD38949,r20080127.283,38.157084108239715
HD74156,r20100330.130,-238.53700115539039
HD40647,r20041024.212,-2152.0128946565947
HD85301,r20131118.248,-45.90529602365604
HD82943,r20050127.160,-98.39608346241056
HD90711,r20160622.76,-8.073140959818687
HD99491,r20080323.239,16.01892405290538
HD96167,r20160718.69,23.55700765845657
HD105631,r20140118.249,29.88905871201759
HD121550,r20080516.140,-11.341073135288598
HD126614,r20060412.201,-48.64502835097078
HD132173,r20080911.68,-10634.99771780815
HD33142,r20120401.81,-53.149087485365975
HD76445,r20100426.131,-42.48659328249784
HD151541,r20130203.139,9.590332220121981
HD154345,r20060716.182,-24.826618165492803
HD166620,r20080616.134,9.619016551358397
HD176377,r20080916.89,-9.927050875952688
HD210277,r20090703.207,-57.717028096552575
HD222582,r20111109.126,389.1627382937917
HD88133,r20131211.180,-35.90720696009157
HD125612,r20160818.67,171.60552431011268
HD131183,r20070526.143,-10.11013474513554
HD130992,r20130829.70,-7.877920447446598
HD134987,r20080909.64,67.19160879480853
HD185144,r20090405.151,-17.95903907442018
HD186408,r20060903.128,16.900918399715213
HD186427,r20120701.125,56.247713300771245
HD196124,r20081209.89,-8.021491773522682
HD114783,r20100624.136,-45.16566682859786
HD116443,r20060210.265,10.92324376928551
HD124292,r20120306.119,21.75123617843445
HD125455,r20100623.153,-8.527031041168936
HD126053,r20060210.279,14.342733997731669
HD151504,r20050629.52,-9.823717151096318
HD162232,r20110419.137,-38.07049357963734
HD156342,r20140811.53,-37.03992063390615
HD203471,r20071026.166,-38.24535013151103
HD190067,r20180701.122,43.39037946459493
HD206658,r20180527.80,-9.209342825984649
HD193690,r20070529.204,-10.079302864478619
HD205855,r20080623.144,-10.903366604440839
HD207832,r20070806.180,44.13859406904461
HD200964,r20150712.89,-61.670358190944185
HD206610,r20131020.92,-52.492543029200995
HD207077,r20080727.152,-45.98979509131483
HD205163,r20110525.133,-51.33028478097077
HD179957,r20180625.113,-22.43194281649951
HD179958,r20180625.114,21.844843123991016
HD148164,r20080323.288,-79.10750620537945
HD161797,r20060711.135,543.879899897512
HD157214,r20090702.117,9.24319222618574
HD2946,r20080908.168,-45.92641185023449
HD1502,r20121229.124,80.26882853232533
HD4313,r20120215.69,-64.96871703748144
HD190404,r20150706.136,-7.181242007658881
HD191785,r20061216.117,6.332167614032075
HD190406,r20180625.119,861.0936456078952
HD355183,r20060718.257,9.087361960616137
HD195019,r20150707.139,307.55410471532315
HD178251,r20080616.147,-33.254889473907326
HD149143,r20050629.54,157.17458046944182
HD172051,r20120903.63,-7.284261100131644
HD158633,r20160716.93,-8.64481510316374
HD217591,r20101225.60,27.211482856752237
HD220339,r20071024.158,-6.758183450884048
HD4915,r20061214.160,14.897185713119368
HD1293,r20120827.122,193.5588460073885
HD61005,r20120105.142,55.80543068870558
HD217496,r20070827.165,-18.483943684576627
HD217681,r20090606.175,-16.62600898271114
HD219553,r20100802.135,-35.761359267399826
HD220122,r20110616.189,-34.56699408555525
HD221504,r20130702.132,83.53917268047064
HD224679,r20090107.95,56.035516113194596
HD223627,r20150630.151,-24.835109876066717
HD215908,r20070827.147,-11.33917964197421
HD225021,r20140726.128,-44.70874210897456
HD236427,r20100729.138,-7.175033050911836
HD10212,r20120313.44,-9797.690536310402
HD12137,r20130826.129,-358.77982088207017
HD8508,r20090905.132,67.84581215038514
HD11970,r20120824.170,4736.760701672466
HD9313,r20070827.219,8972.151507262894
HD6030,r20070827.206,-7751.242663901096
HD9156,r20120706.121,-421.79220241412463
HD6019,r20130818.154,3430.032117544903
HD6628,r20091029.167,-10451.13536437472
HD1100,r20120705.120,-14.61696603722976
HD3458,r20091030.156,2605.08699421795
HD5319,r20090801.117,-52.911628508671825
HD4395,r20120826.160,124.45091316032949
HD4917,r20111009.114,67.39572085328045
HD7530,r20091029.168,-20.07307426109173
HD7931,r20091029.169,-7.541673435768615
HD8407,r20100723.72,-24.59010132320418
HD9554,r20130825.151,1519.7085076614371
HD9625,r20100723.94,1925.461594800357
HD10011,r20120726.156,8671.283876563633
HD10383,r20091030.162,44.74174827134496
HD10479,r20071026.216,-718.3685735556849
HD10823,r20120901.96,-27.24478223506577
HD10909,r20090115.103,-3663.1691449416967
HD11288,r20120806.149,7941.240276490806
HD13167,r20130827.135,-49.088574273375635
HD15336,r20120806.141,294.6490180882993
HD15391,r20071026.220,670.6865544406053
HD15928,r20070827.245,-9.148799770864473
HD14787,r20091231.101,-27.00172667130329
HD16178,r20140908.112,281.2215751474292
HD23825,r20100329.68,-20.52268926188557
HD16984,r20130829.151,-916.6073624063284
HD18645,r20140811.129,-137.48503187550241
HD12164,r20071026.207,-14.12782376357786
HD17311,r20070827.238,-11.218097069904161
HD17620,r20100728.145,29.71912014866068
HD18015,r20070827.239,-45.931722283921175
HD18667,r20091029.188,4682.158544912986
HD18742,r20071224.216,-46.91645293706053
HD22233,r20130825.172,-86.2072613893019
HD22657,r20071224.221,-42.5832387947998
HD23134,r20070827.288,-14.600063754939132
HD24148,r20070827.287,42.78369338784458
HD24316,r20101002.171,-19.08251576652211
HD25622,r20140912.131,15.21797134324146
HD26007,r20120825.139,-31.692394601343032
HD26634,r20070827.296,-15.649567372505802
HD27956,r20131019.165,-16.36666320838597
HD27297,r20120827.148,21.07300040700534
HD28678,r20071026.252,-47.895805405461815
HD39731,r20110316.106,-15.130187354896721
HD26140,r20100824.239,-22.42498454010108
HD30166,r20071026.258,-63.17890632114172
HD22844,r20110316.80,27.10043031349296
HD31543,r20131022.177,-3924.655018756183
HD30128,r20100301.77,9.627537052286245
HD30856,r20131020.173,34.96796276309566
HD34909,r20071227.251,-8.709880512643139
HD200491,r20080727.125,-9.325813410445557
HD171264,r20120827.69,-2672.090041552189
HD193391,r20080727.100,48.032618456500884
HD188386,r20070827.160,51.63175187612011
HD180902,r20161126.72,1163.7067483605729
HD181342,r20080727.157,-60.980930364158134
HD192153,r20100604.184,-6.505277190029062
HD195824,r20101122.86,29.71688379087156
HD196645,r20090505.137,31.891841765031128
HD208585,r20110823.80,-16.8647618801507
HD200081,r20090606.168,-4670.422083729218
HD202867,r20120622.110,-10.458759677482108
HD206635,r20070801.200,-9.244325920849946
HD210521,r20080617.171,-9.478699237444744
HD212771,r20160728.106,53.01688024427108
HD213278,r20140809.96,16.956242548607786
HD215049,r20070827.216,-11.35703794009737
HD216834,r20100802.132,-1025.489715022066
HD212291,r20050821.211,20.59624952662497
HD217165,r20140908.97,-1692.04050222598
HD37008,r20150928.80,-10.286698254850851
HD48682,r20110119.115,17.354083800979712
HD50499,r20140119.172,36.22686248874287
HD39828,r20151222.105,-245.3554701604829
HD38505,r20150208.120,728.6752756927887
HD68988,r20140118.253,303.9146681234573
HD40979,r20101122.185,137.04338413366509
HD87883,r20150205.109,57.12179117938955
HD187123,r20140811.62,-99.81378679514393
HD188015,r20111208.74,-46.816073780120895
HD190228,r20110522.165,94.33513549296515
HD208313,r20130916.146,-10.805186503182462
HD20619,r20091006.116,-85.21860066406967
HD23249,r20150819.111,10.11488236238948
HD20165,r20120902.155,11.936082902758642
HD31412,r20051219.129,7169.198455187363
HD31253,r20100106.136,-17.87707515506038
HD32923,r20060903.245,-22.3764076279646
HD37124,r20110314.98,52.33611868513086
HD39881,r20111217.169,-8.830190646486253
HD43947,r20100923.263,-10.71776990790748
HD65430,r20131213.131,1941.684056686246
HD1205,r20130802.141,594.6993795396846
HD3404,r20130819.150,5832.202013605986
HD14655,r20081207.131,35.44803295953896
HD16297,r20061015.235,6.090302205397309
HD47157,r20081207.201,-3.5389502010611738
HD185269,r20110626.124,-120.25387485927472
HD13931,r20170112.87,-35.42163838025913
HD209458,r20160716.120,-93.38969031270928
HD219538,r20110720.112,-7.405712435097968
HD1461,r20050821.237,26.802271078644146
HD47562,r20100101.151,-9.559439088333113
HD40537,r20100330.95,-9.208658674890671
HD64413,r20100504.90,-63.15879934920332
HD64730,r20161123.130,793.2569100612
HD72429,r20100101.150,-90.45669426294
HD72490,r20090503.96,-39.237734772727656
HD87230,r20110214.89,-39.56634539208588
HD84737,r20090203.76,-12.69054580614044
HD45350,r20140220.136,74.75487417515471
HD50554,r20140220.142,114.65426292156009
HD45210,r20120401.93,-1394.853946054224
HD107148,r20130206.184,-13.14882752573996
HD104304,r20180615.68,-397.1294133599895
HD92788,r20131214.164,120.7570803001976
HD106270,r20131211.218,200.4036882701571
HD77172,r20091029.239,-21.12496058435045
HD72003,r20131118.241,20.1209349367619
HD72440,r20070426.122,183.8873696405631
HD74390,r20071026.300,-11.30634321747294
HD77818,r20131117.228,-57.34328422334511
HD132142,r20090408.119,22.42847724416293
HD126991,r20110215.102,-12.15724912172482
HD128095,r20130721.65,-1046.614004389512
HD140025,r20140708.61,29.721274430733352
HD88134,r20120701.78,15.400215072246711
HD100180,r20170705.64,-14.802072321561141
HD160215,r20070606.148,15.63703503445978
HD166494,r20120705.102,22.959045590346488
HD146278,r20120726.70,-20.30669569551736
HD152733,r20110215.124,15.7924018012428
HD156846,r20100825.66,561.9889742893494
HD168443,r20121008.70,-875.4137355916835
HD169830,r20131019.78,132.46388943856252
HD179949,r20150925.65,110.76484319251828
HD195564,r20180702.104,-282.0077922457423
HD85440,r20121009.167,41.42688855461438
HD102444,r20080318.159,26.329072962010397
HD109159,r20130630.73,-13.76534387112999
HD109218,r20130713.62,6.169400854987067
HD108189,r20080618.77,-40.64104014641457
HD158449,r20110215.120,13.908523927961971
HD136513,r20070606.131,-28.68567477314173
HD128311,r20120526.106,141.818718938414
HD131496,r20090729.78,52.43912045025918
HD152581,r20080727.86,44.83907861741311
HD142267,r20090907.61,-4971.462710592753
HD83394,r20100204.202,-10.43673171087969
HD98219,r20070426.154,51.68962355175185
HD103616,r20100301.177,-3540.715121446599
HD85472,r20131117.230,-125.60291347821409
HD114161,r20130714.66,-20.71525680912675
HD124106,r20180724.72,-13.268826199038019
HD123239,r20080727.73,-12.11905393339139
HD94834,r20100703.65,-23.34538030426424
HD114659,r20091208.137,-12.985024854650021
HD118744,r20070426.143,44.283598672541636
HD117176,r20120306.113,429.4653151643781
HD112973,r20120105.196,-18.54065332427081
HD112988,r20130702.67,-6689.815323910004
HD122253,r20110610.124,16.63226591275089
HD97601,r20161125.152,-3049.7371075379547
HD95128,r20100203.171,60.5657727848059
HD99706,r20110213.73,-34.22410240680634
HD100337,r20090512.150,33.22070099485298
HD106279,r20070426.136,-913.5912836377755
