HIRESName,FILENAME,RV
190228,r20110522.165,94.33513549296515
208313,r20130916.146,-10.805186503182462
20619,r20091006.116,-85.21860066406967
23249,r20150819.111,10.11488236238948
20165,r20120902.155,11.936082902758642
31412,r20051219.129,7169.198455187363
31253,r20100106.136,-17.87707515506038
32923,r20060903.245,-22.3764076279646
37124,r20110314.98,52.33611868513086
39881,r20111217.169,-8.830190646486253
43947,r20100923.263,-10.71776990790748
65430,r20131213.131,1941.684056686246
1205,r20130802.141,594.6993795396846
3404,r20130819.150,5832.202013605986
14655,r20081207.131,35.44803295953896
16297,r20061015.235,6.090302205397309
47157,r20081207.201,-3.5389502010611738
185269,r20110626.124,-120.25387485927472
13931,r20170112.87,-35.42163838025913
209458,r20160716.120,-93.38969031270928
219538,r20110720.112,-7.405712435097968
1461,r20050821.237,26.802271078644146
47562,r20100101.151,-9.559439088333113
40537,r20100330.95,-9.208658674890671
64413,r20100504.90,-63.15879934920332
64730,r20161123.130,793.2569100612
72429,r20100101.150,-90.45669426294
72490,r20090503.96,-39.237734772727656
87230,r20110214.89,-39.56634539208588
XO-3,,
84737,r20090203.76,-12.69054580614044
45350,r20140220.136,74.75487417515471
50554,r20140220.142,114.65426292156009
45210,r20120401.93,-1394.853946054224
HTR315-006,,
HTR180-001,,
HTR102-001,,
HTR183-008,,
HTR183-005,,
HTR159-015,,
HTR315-005,,
K00006,,
107148,r20130206.184,-13.14882752573996
104304,r20180615.68,-397.1294133599895
92788,r20131214.164,120.7570803001976
96063,,
106270,r20131211.218,200.4036882701571
77172,r20091029.239,-21.12496058435045
72003,r20131118.241,20.1209349367619
72440,r20070426.122,183.8873696405631
74390,r20071026.300,-11.30634321747294
77818,r20131117.228,-57.34328422334511
132142,r20090408.119,22.42847724416293
126991,r20110215.102,-12.15724912172482
128095,r20130721.65,-1046.614004389512
140025,r20140708.61,29.721274430733352
143761,,
HTR136-001,,
HIP43212,,
88134,r20120701.78,15.400215072246711
HIP52942A,,
100180,r20170705.64,-14.802072321561141
160215,r20070606.148,15.63703503445978
166494,r20120705.102,22.959045590346488
146278,r20120726.70,-20.30669569551736
152733,r20110215.124,15.7924018012428
HIP87123,,
156846,r20100825.66,561.9889742893494
168443,r20121008.70,-875.4137355916835
169830,r20131019.78,132.46388943856252
179949,r20150925.65,110.76484319251828
195564,r20180702.104,-282.0077922457423
85440,r20121009.167,41.42688855461438
93864,,
102444,r20080318.159,26.329072962010397
109159,r20130630.73,-13.76534387112999
109218,r20130713.62,6.169400854987067
108189,r20080618.77,-40.64104014641457
158449,r20110215.120,13.908523927961971
136513,r20070606.131,-28.68567477314173
128311,r20120526.106,141.818718938414
WASP14,,
131496,r20090729.78,52.43912045025918
135101A,,
152581,r20080727.86,44.83907861741311
142267,r20090907.61,-4971.462710592753
83394,r20100204.202,-10.43673171087969
96683,,
98219,r20070426.154,51.68962355175185
103616,r20100301.177,-3540.715121446599
85472,r20131117.230,-125.60291347821409
114161,r20130714.66,-20.71525680912675
124106,r20180724.72,-13.268826199038019
123239,r20080727.73,-12.11905393339139
94834,r20100703.65,-23.34538030426424
108863,,
114659,r20091208.137,-12.985024854650021
118744,r20070426.143,44.283598672541636
117176,r20120306.113,429.4653151643781
112973,r20120105.196,-18.54065332427081
112988,r20130702.67,-6689.815323910004
122253,r20110610.124,16.63226591275089
97601,r20161125.152,-3049.7371075379547
95128,r20100203.171,60.5657727848059
95526,,
99706,r20110213.73,-34.22410240680634
100337,r20090512.150,33.22070099485298
106279,r20070426.136,-913.5912836377755
102956,r20120215.186,-85.37349858594531
117762,r20131213.183,-20.86523835415528
118082,r20090512.119,-13.72041774590248
125217,r20120305.110,-718.9453035980654
128720,r20090512.139,-7.213992515875216
CK00063,,
129333,r20060312.168,342.27851306906035
129601,r20100101.217,-11.202902313549359
125390,r20070426.190,476.407299857512
4614,r20180706.134,42.385419228368285
199960,r20060821.302,-5.8929750077058145
19373,r20130830.36,-11.7246255131217
19522,r20130818.161,391.4898610681461
21340,r20131022.168,-2372.441498274553
34721,r20041024.244,-13.57688822474159
125607,r20120619.73,6703.337893091776
238433,r20080616.115,6404.152474582343
3795,r20180131.85,-406.8684493005345
10442,r20141210.75,-36.99902986008172
9562,r20081218.158,-10.06302646379174
145428,r20070728.173,-4251.92937325125
144363,r20110315.49,5759.743361736519
HTR154-011,,
11506,r20171225.76,-158.22300070347902
HTR163-001,,
HTR123-008,,
HTR056-003,,
10697,r20180201.73,-130.008627541668
4203,r20160727.82,95.06051224735887
8574,r20110812.81,74.70775320129151
69830,r20151228.138,-13.394029580858131
4208,r20050821.243,32.0450288896908
12039,r20101002.201,-114.31714429679279
32963,r20120410.91,-17.98334282175074
HTR164-005,,
HTR258-002,,
HTR171-008,,
HTR378-001,,
HTR159-019,,
HTR160-016,,
HTR161-014,,
HTR263-005,,
HTR376-001,,
HIP7830,,
47186,r20070130.174,-23.57563632275213
HTR311-004,,
50275,r20120526.82,27.75319317836112
51272,r20111209.151,-6613.772375743124
30882,r20110314.104,-22.55770852623416
31451,r20110123.94,-18.07807284777957
33298,r20070827.302,-15.104925015951268
HTR267-004,,
HTR268-001,,
10700,r20071219.108,-38.79003723113433
55696,r20050127.167,78.56564479661742
95188,,
73256,r20100428.95,-273.899105818532
83443,r20080320.159,36.99049714516219
92945,r20100228.165,20.18284693762865
90905,r20111207.184,-62.79657905428236
BD-103166,,
99109,r20130629.75,-18.726074849468148
XO-1,,
70573,r20061214.232,-87.3739490886682
72687,r20100101.166,-88.92617740651178
WASP13,,
HTR124-004,,
HTR239-004,,
HTR194-006,,
HTR241-007,,
60737,r20081205.145,121.6341995524654
26151,r20170904.132,-10.08086539933873
31392,r20131020.144,20.15587217912627
37445,r20121009.154,45.491385796870354
33636,r20041129.199,205.7607977676105
46375,r20081210.139,34.68547876843427
50639,r20041025.288,683.1778410704226
61606,r20170219.93,11.75371081881103
60491,,
XO-4,,
HTR195-003,,
56083,r20060904.297,-11.863991969354
75407,r20101031.157,15.29916085439359
88654,,
HIP80096,,
141937,r20080127.405,-385.29951231741205
109749,r20050629.6,-30.371237134474722
117207,r20060416.172,-39.841418448285275
130322,r20150705.90,-134.8716793948833
HIP74346,,
K00020,,
HTR240-003,,
HTR294-003,,
179306,r20100719.57,-16.68369414257229
HIP96561,,
1666,r20100719.83,-254.358749508003
2564,r20100723.56,42.71792527853292
231701,r20050821.171,50.18843513082844
192263,r20150727.78,-59.785153445323594
K00328,,
