FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20041129.256",13339.14837400010,-30.79953162131770,0.708294,25548.17187500000,97835,1.09797
"r20041130.223",13340.15395700000,-28.55568369461307,0.741123,25821.77148437500,97142,1.07887
"r20050130.186",13401.11909200018,-34.24978688681831,0.728082,26435.36328125000,64105,1.07462
"r20051121.335",13696.15175400022,-25.89063264272685,0.824529,22924.09960937500,96218,1.12972
"r20060117.215",13753.11945299990,-18.24144239137326,0.736688,29209.81835937500,97128,1.12846
"r20110215.65",15607.98576800013,13.45673448453646,1.02736,21823.98632812500,45317,1.09684
"r20111209.226",15905.11978700012,19.64587934087927,0.796029,27907.13085937500,45822,1.10048
"r20131213.187",16640.13957200013,36.85579972788928,0.875816,28736.08203125000,45732,1.07567
"r20171226.141",18114.16524699982,60.16983370519199,1.21460,30182.36328125000,22731,1.03934
