FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20041129.233",13339.04608900007,26.72453253080046,1.12218,25783.04296875000,107454,1.27285
"r20041129.234",13339.04724599980,24.24319062872823,1.00925,25780.17968750000,101061,1.29083
"r20041129.235",13339.04829900013,25.93707383758395,1.00423,25777.56835937500,109079,1.28814
"r20041230.204",13369.92067399994,-14.13170622135420,1.01045,14559.00390625000,101715,1.23028
"r20041230.205",13369.92165700020,-13.05302430190986,0.983063,14556.71679687500,103865,1.23295
"r20041230.206",13369.92261799984,-12.31371802536421,1.05168,14554.47363281250,100549,1.21202
"r20050224.146",13425.84711600002,19.60074123415522,1.10471,-13466.26269531250,100098,1.26682
"r20050224.147",13425.84818099998,20.37289894735567,1.07775,-13469.28320312500,99534,1.25746
"r20050224.148",13425.84922300000,20.28434242670738,1.06163,-13472.24121093750,98732,1.28254
"r20050420.152",13480.82017500000,-55.09552139136144,1.03160,-29046.75390625000,95936,1.37511
"r20050420.153",13480.82119299984,-53.88564532722575,0.993253,-29048.84570312500,99926,1.38330
"r20050420.154",13480.82209599996,-54.18024666640309,0.961703,-29050.69140625000,96319,1.37424
"r20050625.129",13546.75796699990,-36.60742896683082,1.25562,-16547.72851562500,104030,1.35412
"r20050625.130",13546.75966899982,-39.66898961937284,1.26130,-16547.78515625000,104375,1.36072
"r20050625.131",13546.76120800013,-36.48775896952868,1.18416,-16547.79882812500,104830,1.36818
"r20050626.121",13547.73402599990,-78.42671003556856,1.17828,-16141.04589843750,155564,1.44298
"r20050626.122",13547.73553099995,-78.60822430285765,1.22717,-16141.56445312500,163286,1.44005
"r20050626.123",13547.73725500004,-78.38873370340966,1.11389,-16142.11621093750,166265,1.41515
"r20050626.124",13547.73876000009,-78.49134264513185,1.26984,-16142.56347656250,162723,1.44672
"r20051118.181",13692.98221400008,-29.29062572842005,1.01124,28341.64648437500,104323,1.29167
"r20051118.182",13692.98335999995,-31.18409443819752,1.01709,28339.98437500000,106786,1.30889
"r20051118.183",13692.98450599983,-27.27230964962425,0.983560,28338.30468750000,102934,1.25576
"r20051118.235",13693.07944499981,-28.52735802687181,1.00962,28149.36328125000,107099,1.40814
"r20051118.236",13693.08067200007,-28.73303971294861,0.929487,28146.41796875000,110667,1.41639
"r20051118.237",13693.08151700022,-28.73923490918753,0.950035,28144.38476562500,108685,1.39587
"r20051119.279",13694.08269800013,-48.05335062145540,0.935616,27969.59570312500,106254,1.36272
"r20051119.280",13694.08357799985,-50.64807812375490,0.916187,27967.44726562500,109582,1.40363
"r20051119.281",13694.08445800003,-49.19000001337756,0.951297,27965.29492187500,109471,1.40025
"r20051120.308",13695.05164200021,-85.78173212714879,1.01540,27862.70703125000,107931,1.32289
"r20051120.309",13695.05254499987,-81.83267087574316,1.04172,27860.66601562500,106577,1.32483
"r20051120.310",13695.05342500005,-83.59513009597055,0.973962,27858.67187500000,106050,1.32629
"r20051120.311",13695.05443200003,-82.45486119951420,1.28017,27856.38085937500,33076,1.15765
"r20051121.273",13696.02732199989,-100.6029016579660,1.06935,27727.72656250000,107510,1.40382
"r20051121.274",13696.02813200001,-99.86107216326359,1.05659,27726.04296875000,102594,1.37996
"r20051121.275",13696.02897700015,-100.2592576035334,1.03694,27724.27734375000,107608,1.41186
"r20051122.355",13697.11129799997,-103.4448462128680,1.17619,27329.60156250000,108383,1.38214
"r20051122.356",13697.11213199981,-102.8388434230856,1.14517,27327.43164062500,106813,1.37229
"r20051122.357",13697.11296499986,-96.95748678404868,1.13977,27325.25976562500,108589,1.35672
"r20051219.165",13724.05779600004,-87.07836350735678,1.07180,19092.13281250000,102686,1.29238
"r20051219.166",13724.05878000008,-89.21367051449121,1.02529,19089.35351562500,108057,1.29674
"r20051219.167",13724.05987899983,-88.55966397611994,1.03236,19086.24609375000,103904,1.29215
