FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20040823.149",13240.85149799986,-9.838465251750357,1.14002,-24070.70703125000,113956,1.44575
"r20050625.187",13546.89393500006,-20.03817549346794,1.07424,1009.234985351562,92838,1.26041
"r20090601.220",14984.08125900012,9.836973100524972,1.19082,11922.08300781250,44939,1.16129
"r20100929.122",15468.75398800010,-22.02732183810823,1.04270,-29318.76171875000,46847,1.09782
"r20110315.73",15636.13403799990,-9.928263841525677,1.15672,28958.08398437500,46360,1.22272
"r20110525.134",15707.11185400002,-4.396390819031808,1.29754,15152.84765625000,46681,1.13953
"r20110622.122",15734.90241000010,35.20360963654043,1.09672,2747.626953125000,47118,1.19117
"r20110820.70",15793.72939499980,9.380147199226766,1.29581,-22531.47070312500,46262,1.15006
"r20110920.148",15824.87020900007,27.47348628255199,1.09248,-29169.32617187500,76556,1.14355
"r20111007.75",15841.75933700008,-2.148110090976590,1.22444,-29092.25390625000,46206,1.11554
"r20120409.143",16027.07440500008,-6.074429260008515,1.12687,28530.88281250000,73789,1.17214
"r20120410.199",16028.13712099986,14.03200836104898,1.09797,28226.71289062500,46935,1.19639
"r20120903.79",16173.76299000019,-21.07517202115899,1.19869,-26533.10937500000,46551,1.14230
"r20130705.84",16478.78650100017,16.25060003092091,1.25952,-3570.289062500000,48014,1.11347
"r20140726.69",16864.75142899994,-23.12860246128627,1.20479,-13178.00976562500,46419,1.16399
"r20150810.80",17244.76841899985,7.335870369972653,1.13824,-19223.48828125000,47418,1.16971
"r20180814.79",18344.80323599977,-18.16363215267868,1.21625,-20866.05664062500,48520,1.14514
