FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20050127.183",13397.98567100009,7.113810621266111,1.24167,18497.65625000000,93179,1.22160
"r20050418.127",13478.92004100000,3.850310433617885,1.23695,-18114.53710937500,89694,1.19194
"r20060412.162",13837.82872699993,19.75938522318417,1.34040,-15439.56835937500,48924,1.18226
"r20060412.163",13837.83475700021,18.75203870339677,1.47831,-15458.07324218750,52352,1.18724
"r20060412.164",13837.84128500009,25.81048050450217,1.59341,-15478.06542968750,39503,1.14407
"r20061214.246",14084.12057399983,1.707765556249655,1.28036,28349.19726562500,68385,1.13122
"r20061214.247",14084.12232200010,0.9399398926137792,1.34823,28344.50781250000,67996,1.14524
"r20061214.248",14084.12431300012,2.057658825701765,1.30432,28339.15625000000,69303,1.13730
"r20070129.201",14130.04725799989,-2.451387881124788,1.27408,17729.47851562500,63935,1.16702
"r20070129.202",14130.04868099978,-6.403942804340659,1.35429,17725.14843750000,64313,1.17257
"r20070129.203",14130.05002400000,-3.786164560035445,1.42196,17721.07031250000,63654,1.17758
"r20070130.204",14131.02711800020,-3.245205347052206,1.44677,17393.92578125000,64051,1.15186
"r20070130.205",14131.02854199987,-4.020813502950205,1.40770,17389.55273437500,64915,1.16163
"r20070130.206",14131.02994300006,-3.564383933346676,1.32781,17385.25390625000,63078,1.17286
"r20070207.244",14139.03003899986,-3.066487890562655,1.26291,14043.12207031250,68446,1.23660
"r20070207.245",14139.03111599991,-6.009455949746894,1.28356,14039.82421875000,68339,1.25381
"r20070207.246",14139.03220399981,-8.519099899627136,1.24076,14036.49511718750,69967,1.26155
"r20080319.164",14544.98514499981,-8.064393829129180,1.42009,-5401.890136718750,70205,1.24805
"r20080320.160",14545.95186300017,-7.733225010962144,1.35577,-5785.638183593750,69765,1.22776
"r20080616.68",14633.78017800022,-5.403992883563443,1.43218,-27554.91015625000,45476,1.15236
"r20080617.66",14634.74731299980,-4.539346997357977,1.36801,-27432.19921875000,43967,1.09271
"r20080618.67",14635.74050999992,-1.074191722714305,1.36230,-27349.73632812500,43524,1.13647
"r20080619.65",14636.74026900018,-1.177561165910431,1.36971,-27273.49414062500,44097,1.10717
"r20080620.62",14637.73726300010,-3.171527039620639,1.26574,-27184.58203125000,44055,1.12742
"r20080621.62",14638.73515899992,-2.915348954224424,1.34742,-27090.41601562500,44424,1.12998
"r20080622.61",14639.73783600004,-2.794214783082425,1.32572,-26998.48632812500,43618,1.08767
"r20080624.64",14641.74899999984,-6.794973126913494,1.41070,-26802.20507812500,44519,1.11240
"r20080626.63",14643.74411399988,-8.408850548242697,1.50528,-26547.62500000000,44599,1.10430
"r20081206.203",14807.07327400008,-2.569404700679172,1.33877,28570.40234375000,44508,1.14304
"r20090205.114",14867.97443100018,-2.851739561679210,1.60972,14853.02734375000,43350,1.15285
"r20090406.86",14927.92075699987,-2.961163606540559,1.55423,-13332.21191406250,42964,1.12942
"r20090407.78",14928.77575400006,-11.88115366540666,1.51401,-13318.83007812500,43933,1.18843
"r20090408.92",14929.81307899999,-8.653600580754382,1.51704,-13848.07324218750,42949,1.17533
"r20091206.162",15172.16384800011,-2.837444069750092,1.40431,28327.35351562500,46281,1.25592
"r20100505.100",15321.76756299986,-1.405692572445062,1.40403,-22996.05859375000,45951,1.09921
"r20100604.70",15351.73687200015,-5.134551462902764,1.16777,-27588.27343750000,45869,1.14095
"r20101226.112",15557.08613700001,1.228259560236438,1.34294,27219.87109375000,47652,1.24775
"r20101226.118",15557.09888100019,-2.283945469909668,1.42310,27184.29687500000,46914,1.23146
"r20110316.128",15636.87001400022,-1.923209648082157,1.53674,-3240.822021484375,46460,1.11987
"r20110707.116",15749.74513200019,-3.094569411879256,1.30994,-24810.75585937500,73917,1.12403
"r20110707.117",15749.74667100003,-0.2342250578793248,1.27208,-24812.60351562500,74263,1.13830
"r20111113.125",15879.16340399999,-1.684582474402305,1.46645,25510.60156250000,45345,1.15692
"r20111207.188",15903.16853599995,-4.277712579349895,1.41555,28310.69921875000,45361,1.17753
"r20111215.197",15911.04077300010,-6.363056669155725,1.35745,28482.05664062500,72225,1.21164
"r20111215.198",15911.04201100022,-8.960722942369785,1.21107,28479.37109375000,72642,1.21160
"r20111215.199",15911.04323800001,-12.25667661869534,1.33229,28476.69726562500,72295,1.21323
"r20120407.146",16024.79577799980,-7.433578844912361,1.43226,-13482.29492187500,71895,1.23029
"r20120407.147",16024.79844000004,-6.682063188857455,1.52596,-13490.28320312500,71601,1.21817
"r20130127.159",16319.99557599984,-4.548147010512707,1.57423,18473.25390625000,46770,1.14060
"r20130202.88",16326.07769600023,-3.834602654309165,1.56386,15826.16894531250,46342,1.12490
"r20131213.155",16640.02887000004,-6.646129692187742,1.50203,28571.17187500000,45379,1.15635
"r20131214.171",16641.05525200022,3.027537112548089,1.42828,28469.58984375000,44949,1.15720
"r20140622.71",16830.74287200021,-3.201473882154375,1.41951,-27095.43945312500,47175,1.11832
"r20150207.145",17061.04964399990,4.523020113260685,1.50172,13990.56152343750,48150,1.14006
"r20150627.66",17200.73774199979,6.585408752801131,1.39776,-26509.38671875000,46765,1.11320
"r20160617.63",17556.73634599987,11.93396350097440,1.42527,-27420.07812500000,44791,1.11958
"r20170111.136",17765.12973299995,-8.214801429310569,1.44742,23489.17578125000,45860,1.17972
"r20171226.126",18114.05287799984,1.356789896985106,1.46678,27288.77734375000,46695,1.12391
"r20180525.60",18263.73315200023,-3.174530338923644,1.40809,-26755.77734375000,46290,1.12707
