FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20040823.185",13240.96047700010,-2.023835263414174,1.20761,-5158.471191406250,114622,1.38798
"r20050625.244",13547.05058099981,-3.024461323219056,1.07383,16663.36328125000,91855,1.07227
"r20050625.245",13547.05170400022,-6.756711174052681,1.09274,16660.15234375000,92306,1.06496
"r20050625.246",13547.05283800000,-6.109371011578728,1.12193,16656.90820312500,93926,1.03901
"r20050626.232",13548.07509399997,-6.163275598846544,0.953224,16307.31640625000,90632,1.08040
"r20050626.233",13548.07666799985,-6.864232088167432,1.06597,16302.93066406250,91807,1.08561
"r20050627.188",13549.11555500003,-7.758650972626111,0.982502,15908.09667968750,93657,1.14774
"r20050628.146",13550.07428700011,-7.835437798465941,1.01984,15722.03613281250,93821,1.07629
"r20050628.147",13550.07539799996,-7.893195415822507,0.952907,15718.95117187500,92159,1.06221
"r20050628.148",13550.07649799995,-2.939165308357752,1.02122,15715.90429687500,94276,1.05987
"r20050629.122",13551.06517199986,-3.481487029412158,1.02655,15446.50683593750,93975,1.10160
"r20050629.123",13551.06621399987,-6.181475229348785,1.05481,15443.58007812500,93481,1.09994
"r20050629.124",13551.06729000015,-6.845546412612503,0.981707,15440.56054687500,94880,1.09380
"r20050630.76",13551.92446399992,-7.369945537140775,1.03255,15530.57910156250,95260,1.11842
"r20050630.77",13551.92556399992,-7.283816540131982,1.04071,15527.92382812500,94724,1.11213
"r20050630.78",13551.92666300014,-6.782634636916404,0.983645,15525.25781250000,94244,1.12978
"r20050719.160",13570.88971500006,-7.248501459653109,1.02150,9084.751953125000,95581,1.10841
"r20050719.161",13570.89083700022,-8.042450282479599,1.08466,9081.806640625000,95442,1.11492
"r20050719.162",13570.89199500019,-7.299185135566010,1.09364,9078.760742187500,95991,1.09850
"r20060711.200",13927.93579699984,-1.843069717408255,1.16763,11948.77734375000,91167,1.14308
"r20060711.201",13927.93683800008,-2.130729205275968,1.15104,11945.89941406250,89995,1.14542
"r20060711.202",13927.93788000010,-3.435696246329975,1.16772,11943.01367187500,90070,1.14037
"r20070526.217",14247.07184100011,5.618484201697669,1.21949,22854.43359375000,71539,1.15245
"r20070526.218",14247.07276700018,7.036069556048574,1.11561,22852.02734375000,72832,1.11068
"r20070527.198",14248.12240700005,7.502270809075700,1.16116,22599.92382812500,70343,1.10235
"r20070528.208",14249.12694999995,7.743857463057516,1.25666,22462.10351562500,69588,1.10730
"r20070604.225",14256.02522299998,-3.193612480022836,1.38052,21694.22070312500,51501,1.19485
"r20070604.226",14256.02612600010,0.1862856350337410,1.34447,21691.94531250000,54112,1.21056
"r20070626.270",14277.93319500005,2.809455903255659,1.15074,16832.10351562500,67370,1.05777
"r20070626.272",14277.93988499977,3.945153242509845,1.16957,16816.11523437500,67777,1.04805
"r20070627.179",14278.99040499981,1.384359046381501,1.12754,16393.10937500000,70630,1.04158
"r20070704.170",14286.03146999981,9.450863381886508,1.18012,14125.26269531250,69374,1.04279
"r20070713.165",14294.91733299987,4.876792836077195,1.18729,11398.15820312500,70154,1.16503
"r20070723.168",14304.90654700017,4.320658272106918,1.24314,7717.911132812500,68969,1.11606
"r20070723.169",14304.90749600017,2.955136287224363,1.29637,7715.242187500000,70203,1.12395
"r20070723.205",14305.02146899980,-0.2284086118953503,1.21512,7383.091796875000,72806,1.15518
