FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20041230.212",13369.94035900012,0.4055154641652017,1.04787,-25.62800025939941,96743,1.10090
"r20050224.162",13425.87961600022,2.981160338449446,0.873616,-13353.47558593750,94610,1.04670
"r20050224.163",13425.88124800008,3.368849811529146,1.00344,-13354.45703125000,94890,1.04649
"r20050224.164",13425.88297299994,3.518320991987391,0.908078,-13355.49023437500,95376,1.04858
"r20050420.138",13480.79432100011,-1.004376360491726,0.937303,-14860.87792968750,91297,1.07743
"r20050420.139",13480.79575600009,0.5980879424591521,0.938797,-14861.24609375000,93370,1.07744
"r20050420.140",13480.79713399988,2.650688960894615,0.942169,-14861.59472656250,92237,1.09102
"r20051118.238",13693.08408399997,-0.9577687092196712,0.851473,10765.71777343750,98241,1.18897
"r20051118.239",13693.08534599980,1.816944097221494,0.848898,10764.87500000000,98217,1.18176
"r20051118.240",13693.08686200017,-2.663552536163024,0.861102,10763.86132812500,97755,1.17797
"r20051119.273",13694.07156099984,-2.294705685213046,0.867168,10566.62109375000,100435,1.14727
"r20051119.274",13694.07297299989,-0.2832842802312712,0.922969,10565.67871093750,99813,1.12969
"r20051119.275",13694.07494099997,2.342193141275573,0.915123,10564.36523437500,101339,1.12734
"r20051120.298",13695.03117799992,2.470164034899369,0.914237,10382.29296875000,100490,1.15830
"r20051120.303",13695.04281000001,0.3210372746929764,0.874950,10374.81933593750,99624,1.12843
"r20051120.304",13695.04433800001,-0.5901506236389622,0.989983,10373.82617187500,99385,1.15692
"r20051121.304",13696.10055499990,-0.9732860568550521,0.904043,10121.84667968750,100048,1.18111
"r20051121.305",13696.10174700012,0.1627478600140790,0.916584,10121.03320312500,98953,1.17454
"r20051121.306",13696.10298499977,0.2664722574357370,0.933989,10120.18945312500,99850,1.17087
"r20051122.346",13697.09654900013,-9.221551195297486,1.05876,9906.874023437500,104662,1.16271
"r20051122.347",13697.09777599992,-4.937362158797697,1.01722,9906.033203125000,104278,1.16591
"r20051122.348",13697.09899100009,-5.983608443732663,1.08507,9905.200195312500,102643,1.16267
"r20051220.262",13725.00108799990,-3.071322697817301,1.14801,2828.312988281250,99721,1.12806
"r20051220.263",13725.00420100009,-2.805580051668016,1.10884,2826.001953125000,100457,1.12049
"r20051220.264",13725.00697899982,-0.6200402760303056,1.08236,2823.937011718750,100425,1.13520
"r20060210.214",13776.94786400022,0.8579724281304575,0.966884,-10811.37304687500,98235,1.11837
"r20060210.215",13776.94919499988,3.081576087241969,0.969561,-10812.20410156250,97271,1.14728
"r20060210.216",13776.95050300006,0.02820716053489303,0.954692,-10813.01855468750,98028,1.11297
"r20071025.202",14399.13929399988,0.09222229035634655,0.969573,14650.11328125000,72164,1.08567
"r20071125.217",14430.14666499989,2.492618624794886,1.06974,9302.843750000000,70279,1.10669
"r20081209.190",14810.10608599987,-4.532158720814081,1.34882,5670.666015625000,43988,1.12046
"r20090202.161",14865.02937000012,3.008605771766349,1.07187,-9163.344726562500,45241,1.07031
"r20090205.107",14867.94711299986,1.556997151366659,1.27253,-9792.693359375000,44343,1.06819
"r20090505.84",14956.86707099993,0.6850941251389848,1.13118,-12949.27343750000,47308,1.03895
"r20090601.142",14983.79550400004,5.461582186501538,1.26024,-7562.813964843750,44841,1.12627
"r20090602.81",14984.78251599986,3.760544163361587,1.21616,-7329.286132812500,47242,1.06836
"r20090603.86",14985.78227300011,3.981788777843974,1.27592,-7092.171875000000,46038,1.09578
"r20090604.70",14986.76883600000,-0.9595081865151780,1.22940,-6855.366210937500,46036,1.05754
"r20090605.82",14987.77626700001,1.286206538328193,1.20382,-6614.104003906250,46431,1.05575
"r20090606.94",14988.79446299979,0.1549600939696631,1.14624,-6368.799804687500,46093,1.06271
"r20091224.219",15190.07190500014,-4.511328863427035,1.20510,1636.584960937500,47248,1.10945
"r20091224.220",15190.07278499985,-5.541882582547089,1.20907,1635.958984375000,47326,1.11878
"r20091224.221",15190.07365299994,-2.729964348554256,1.26750,1635.343017578125,45661,1.10188
"r20100101.168",15198.01329699997,-0.6551300775031423,1.22555,-581.0150146484375,47140,1.05970
"r20100101.169",15198.01446599979,-1.103642082841483,1.17604,-581.8820190429688,48076,1.06556
"r20100101.170",15198.01570399990,-3.232089196634890,1.25740,-582.7999877929688,47990,1.05260
"r20100426.114",15312.81139300019,2.816492576271769,1.07701,-14247.68457031250,47612,1.04875
"r20111017.207",15852.15066300007,-1.489106732403577,1.18402,15369.51074218750,47227,1.08164
"r20111017.208",15852.15156600019,-0.01957186142193734,1.15728,15369.04101562500,47289,1.10206
"r20111017.209",15852.15245700022,-0.1186559562414118,1.24328,15368.57519531250,45185,1.09917
"r20121228.39",16290.04366800003,-1.476205786001764,1.07351,467.5440063476562,49574,1.09953
"r20130204.154",16327.96174099995,3.039225095023676,1.13238,-9565.911132812500,47945,1.05691
"r20131022.231",16588.14875299996,-1.480370951299534,1.26040,14909.20117187500,47876,1.10717
"r20150207.114",17060.82272899989,-0.4823778327627188,1.05216,-10019.09765625000,50940,1.07422
"r20161120.138",17713.16658199998,-4.446483491288120,1.17420,10254.63476562500,48511,1.12284
"r20171212.118",18100.08011499979,-5.940114074536055,1.53460,4988.124023437500,24832,1.03536
