FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20041230.196",13369.90060100006,31.98965524860915,0.970765,11903.34082031250,95244,1.18066
"r20050225.172",13426.90705400007,31.91663363580643,0.902658,-15318.21777343750,94717,1.12215
"r20050423.127",13483.76175800012,27.63824422621164,0.811335,-27817.77343750000,91543,1.18633
"r20051219.147",13724.00307499990,22.37742546540596,0.904069,16481.48828125000,98810,1.16895
"r20060116.168",13751.86150699994,22.40356106937532,0.945234,3977.729980468750,97057,1.17964
"r20060117.176",13752.94666999998,23.44341120656494,0.977372,3218.553955078125,99113,1.13064
"r20060118.179",13753.91466500005,20.74896089446139,1.25603,2825.031982421875,29163,1.06821
"r20060118.185",13753.93501299992,21.58105074904792,0.967416,2759.471923828125,69243,1.11420
"r20060209.193",13775.95483799977,15.82955427548068,0.948573,-8187.975097656250,97257,1.16743
"r20061214.229",14084.07281999988,-0.8925374224455425,0.996568,18342.72460937500,69423,1.12118
"r20071221.296",14456.05066900002,-67.41458099223672,1.07007,15702.09277343750,71622,1.12007
"r20080320.144",14545.88786800019,-83.89037644824595,1.01865,-23326.65429687500,69872,1.15028
"r20081207.226",14808.13257300016,-41.71118308158401,1.27388,20479.11523437500,44932,1.10751
"r20090205.81",14867.82670099987,-30.88119008891505,1.26843,-5983.671875000000,44340,1.08080
"r20091223.168",15189.02909399988,-0.3106069595105510,1.16724,14712.43945312500,45938,1.12549
"r20100330.125",15285.83120399993,3.983877908331273,1.13205,-25437.40039062500,47245,1.07050
"r20100427.112",15313.78548699990,6.255251906205231,1.08904,-27862.54296875000,46592,1.12005
"r20100928.173",15468.14783899998,5.691240084006495,0.993829,24915.80859375000,45881,1.21443
"r20101122.195",15523.07941199979,13.50117955277693,1.05007,25042.86328125000,45785,1.14374
"r20101215.150",15546.03302800003,9.654726204985153,1.11076,18053.92773437500,46193,1.12263
"r20101225.78",15556.06191000016,12.23086198463020,1.05077,13865.59570312500,47370,1.19973
"r20110123.162",15584.96544199996,16.29730054164990,1.08587,282.6109924316406,46280,1.11941
"r20110214.80",15607.00654499978,6.999269397114027,1.17281,-10556.70703125000,46370,1.10976
"r20110313.127",15633.83996800007,9.372253572441284,1.10743,-20905.20117187500,46222,1.15462
"r20110417.77",15668.82248000009,7.092789694544194,1.05375,-27750.51953125000,46225,1.13462
"r20111017.193",15852.12579199998,3.632674273216253,1.00453,27735.31250000000,46826,1.11171
"r20111114.52",15880.05379100004,5.320726373961463,1.00791,26718.83984375000,46451,1.13213
"r20111208.210",15904.15124699986,3.182945683203798,1.02354,20338.18750000000,46325,1.12321
"r20120215.151",15973.01776900003,-0.9073377673429093,1.11043,-10905.39257812500,47395,1.07545
"r20120528.75",16075.74270399986,0.1481864889862550,1.15844,-23308.95507812500,45330,1.13608
"r20130126.84",16318.85145600000,-12.34495578940851,1.16032,-1106.844970703125,46577,1.12182
"r20131020.171",16586.11444600020,-50.35744994214323,1.18553,27972.78710937500,47186,1.12082
"r20131214.150",16640.98441299982,-63.55925741385875,1.12430,18504.14648437500,46814,1.14561
"r20150204.130",17057.98194799991,-57.65484674076135,1.09735,-5703.997070312500,45783,1.11025
"r20151001.128",17297.14496299997,-10.98179460908261,0.932494,25502.22265625000,46655,1.13388
"r20161017.144",17679.15667100018,15.09735674149579,1.18639,27724.23437500000,23681,1.09860
"r20161105.134",17698.15008899989,13.51405154984127,0.971481,27524.91015625000,47054,1.14581
"r20161111.188",17704.11492499989,13.28813024733611,1.19190,26907.95507812500,47788,1.15099
