FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20050625.213",13546.97041499987,-0.1445409744670783,1.21314,12161.55859375000,96563,1.11076
"r20050626.162",13547.85172299994,-0.7655424100796622,1.09490,12094.70898437500,134878,1.06776
"r20050627.139",13549.01942999987,-3.892389105746242,1.18034,11257.94726562500,94995,1.11907
"r20050628.70",13549.94370099995,-2.576569308558717,1.18080,11106.03027343750,96099,1.12778
"r20050629.89",13551.00208400004,2.154860013108037,1.14755,10542.81152343750,96680,1.13517
"r20050630.93",13551.95622499986,0.2336426179345734,1.25999,10294.18652343750,96757,1.19648
"r20050719.197",13570.98313699989,0.3765623972057313,1.05262,2370.917968750000,98400,1.20939
"r20060821.284",13968.92704100022,2.521663268063421,1.34522,-11160.37695312500,92653,1.25720
"r20070526.213",14247.06707700016,-4.749636439536232,1.17756,21330.30859375000,71378,1.16109
"r20070526.214",14247.06801400008,-0.1119314989787767,1.30347,21327.57812500000,72308,1.15844
"r20070528.209",14249.12997600017,-3.043476083677152,1.25029,20670.91601562500,69334,1.18207
"r20070528.210",14249.13090199977,-1.598091959908416,1.32760,20668.31835937500,71804,1.13772
"r20070531.210",14252.09322299995,2.027363075655614,1.29858,20021.15429687500,72011,1.20696
"r20070604.223",14256.02426599991,-2.490766761849038,1.36178,19145.14453125000,52092,1.21803
"r20070604.224",14256.02497200016,-6.665667516573816,1.40487,19143.09570312500,54024,1.26939
"r20070626.269",14277.93251700001,3.570001794114575,1.41392,12077.43554687500,69431,1.07850
"r20070627.178",14278.98924800009,2.820666024338030,1.22344,11530.83300781250,71051,1.07586
"r20070704.165",14286.00152300019,-4.330729657992452,1.43625,8769.348632812500,69971,1.07443
"r20070713.147",14294.86322400020,-5.538920119010420,1.28492,5493.469238281250,70604,1.13440
"r20070723.140",14304.83419799991,3.911969059056244,1.14064,1326.076049804688,71687,1.15874
"r20070723.141",14304.83500899980,-0.6742980643578607,1.24264,1323.925048828125,67276,1.16538
"r20070723.142",14304.83585300017,-0.5788317817937179,1.26213,1321.675048828125,70849,1.14237
"r20070723.193",14304.97949999990,1.039940481006269,1.16330,889.6710205078125,70712,1.18355
"r20070723.194",14304.98032200010,0.2301268820607052,1.20021,887.2160034179688,71448,1.18595
"r20070723.195",14304.98116699979,1.120289293930630,1.13273,884.6950073242188,69926,1.16450
"r20070724.143",14305.84421300003,-0.9457422812249900,1.12685,872.1710205078125,71968,1.17326
"r20070724.144",14305.84504600009,-1.508008206469483,1.06425,869.8629760742188,70180,1.16542
"r20070724.145",14305.84586799983,-3.178410274380003,1.10038,867.5809936523438,70560,1.15376
"r20070724.195",14305.99110000022,0.03577967261346571,1.09504,428.0639953613281,69666,1.10307
"r20070724.196",14305.99199099978,1.205213279737370,1.04453,425.4790039062500,70395,1.12934
"r20070724.197",14305.99299799977,-0.9420384920906379,1.12009,422.5650024414062,68318,1.12366
"r20070725.131",14306.84518700000,1.095836927921353,1.02353,442.6300048828125,70293,1.17545
"r20070725.132",14306.84607800003,1.455719254882538,1.13364,440.1340026855469,69166,1.09089
"r20070725.133",14306.84692300018,1.146816973367571,1.07586,437.7619934082031,70073,1.11758
"r20070725.180",14306.96207300015,1.980870787663664,1.01782,87.22499847412109,72235,1.14034
"r20070725.181",14306.96287199995,-1.349657484689519,0.966184,84.79399871826172,70116,1.13560
"r20070725.182",14306.96372799994,2.079345922987475,1.12704,82.19000244140625,70925,1.11223
"r20070726.164",14307.88394800015,-2.175005250086312,1.01143,-98.23699951171875,70639,1.13435
"r20070726.165",14307.88480499992,-1.444922457783357,1.09444,-100.8489990234375,70760,1.14811
"r20070726.212",14308.01875199983,-3.094033380409337,1.05265,-501.9880065917969,71010,1.09165
"r20070726.213",14308.01965400018,-1.594664458019206,1.09139,-504.3569946289062,70361,1.11260
"r20070726.214",14308.02053399989,0.9198334696703695,1.13355,-506.6579895019531,71833,1.10111
"r20070727.150",14308.86317199981,-2.791078641442051,0.992731,-462.6730041503906,71417,1.08948
"r20070727.151",14308.86413200013,3.053015151358112,1.06092,-465.5190124511719,70886,1.08834
"r20070727.152",14308.86509300023,-0.8938700341869237,1.00440,-468.3699951171875,70038,1.09001
"r20070727.188",14308.98540499993,-1.479721215154648,1.05497,-836.0059814453125,70420,1.10838
"r20070727.189",14308.98636600003,1.250484473616865,1.04249,-838.7750244140625,68726,1.09006
"r20070727.190",14308.98738399986,-0.1902835093314175,1.00152,-841.7039794921875,70806,1.09378
"r20070728.146",14309.84652499994,2.835078584357481,0.941694,-840.4370117187500,71864,1.18371
"r20070728.147",14309.84734700015,4.946737007135596,1.00197,-842.7969970703125,73618,1.20314
"r20070728.148",14309.84816899989,4.367992634762937,0.861433,-845.1619873046875,70570,1.17159
"r20070728.193",14309.98551800009,2.400308199618808,1.02338,-1262.470947265625,71376,1.10499
"r20070728.194",14309.98640900012,-0.4702665391838892,0.972726,-1265.020996093750,71313,1.12118
"r20070728.195",14309.98726599989,0.3041313265945336,0.975215,-1267.467041015625,69623,1.10394
"r20070729.143",14310.83961200016,0.3780538374396327,0.913039,-1246.449951171875,70533,1.15630
"r20070729.144",14310.84046800015,-4.742323642668915,0.982717,-1248.883056640625,71473,1.16895
"r20070729.145",14310.84126699995,-2.200045147048903,0.965788,-1251.156005859375,70663,1.19431
"r20070729.191",14310.97623099992,1.381179066226755,0.951316,-1661.428955078125,71699,1.17129
"r20070729.192",14310.97704199981,-0.8271894005437592,0.995624,-1663.785034179688,70621,1.17931
"r20070729.193",14310.97786299977,0.5248492526629716,0.918309,-1666.170043945312,71797,1.15362
"r20070730.142",14311.83370300010,2.360778156503194,0.909156,-1655.026000976562,68516,1.13945
"r20070730.143",14311.83452499984,2.310705941195232,0.953686,-1657.339965820312,70874,1.16549
"r20070730.144",14311.83536999999,2.262359747609806,0.873656,-1659.723999023438,71029,1.13021
"r20070730.194",14311.97460500011,5.476759947537671,1.01743,-2082.137939453125,71171,1.16210
"r20070730.195",14311.97541600000,7.931109166823461,0.940318,-2084.487060546875,70849,1.19007
"r20070730.196",14311.97621400002,4.405642813485243,0.970639,-2086.799072265625,72312,1.19351
"r20070731.144",14312.82956499979,2.736312230896317,0.993098,-2068.252929687500,70596,1.16157
"r20070731.145",14312.83043299988,2.654738826597969,1.03017,-2070.687011718750,68235,1.15655
"r20070731.146",14312.83141699992,2.630686543257717,1.08288,-2073.452880859375,70329,1.16347
"r20070731.193",14312.97006099997,3.650310596080144,1.07863,-2493.992919921875,69958,1.12617
"r20070731.194",14312.97103400016,2.798101802576332,1.02685,-2496.822998046875,69226,1.12307
"r20070731.195",14312.97190199979,0.9624868633985075,1.07407,-2499.344970703125,70460,1.11549
"r20070801.142",14313.83361899992,1.236855607794049,0.968436,-2504.277099609375,70987,1.19669
"r20070801.143",14313.83445199998,4.372798649581168,1.02256,-2506.656982421875,72361,1.20073
"r20070801.144",14313.83525099978,5.884159802425931,1.04532,-2508.943115234375,73192,1.22934
"r20070801.193",14313.96631400008,1.082042963335533,1.07002,-2907.827880859375,70720,1.15764
"r20070801.194",14313.96726399986,3.728726530040749,1.16387,-2910.596923828125,69654,1.17685
"r20070801.195",14313.96805100003,5.016316426589205,0.940278,-2912.887939453125,70691,1.16378
"r20070802.145",14314.85936099989,-1.814079016415185,1.10761,-3004.659912109375,71704,1.12643
"r20070802.146",14314.86036799988,-0.3478650977719724,1.07666,-3007.707031250000,71134,1.11326
"r20070802.147",14314.86129399994,-3.591979108787814,1.10014,-3010.510986328125,70673,1.12673
"r20070802.180",14314.95306399977,0.3455340867267571,1.12148,-3293.281005859375,69305,1.20217
"r20070802.181",14314.95427899994,0.9466531807569165,1.05798,-3296.900878906250,70813,1.19518
"r20070823.130",14335.77827699995,-2.014720769510021,1.43038,-11397.78710937500,70211,1.15183
"r20070823.131",14335.77909900015,-1.409901315565335,1.39615,-11400.13085937500,71506,1.14176
"r20070823.132",14335.77993200021,-3.582545525520914,1.37010,-11402.51367187500,71003,1.14355
"r20080320.203",14546.15014099982,0.6077626763984370,1.31177,21439.97656250000,71664,1.19156
"r20080514.165",14601.03622099990,2.837138445212602,1.31771,23631.26953125000,69664,1.15290
"r20080719.155",14666.98029100010,1.468126108944006,1.18992,2292.835937500000,70190,1.10127
"r20080720.150",14667.93339999998,2.629571682232593,1.19766,2013.402954101562,70335,1.13295
"r20080724.148",14671.96213100012,0.09244611862769236,0.960717,219.4739990234375,69969,1.09022
"r20080725.155",14672.97885600012,3.682863017559851,0.953605,-258.6090087890625,69954,1.15977
"r20080726.153",14673.96812599991,-2.476658269473237,0.979747,-655.1510009765625,71121,1.13383
"r20080728.137",14675.88558499981,-3.750517032680204,1.02796,-1259.097045898438,69598,1.13119
"r20080728.138",14675.88662699983,-4.312073887357393,1.06712,-1262.310058593750,70560,1.09629
"r20080824.146",14702.91169800004,-2.978856094267989,1.30069,-12446.22167968750,70299,1.16170
"r20090711.177",15024.01225000015,-4.560150913244986,1.31826,5685.912109375000,69910,1.12591
"r20090711.178",15024.01318799984,-6.377319364530029,1.24332,5683.131835937500,72315,1.13454
"r20090711.179",15024.01403200021,-4.485600639471942,1.16260,5680.629882812500,71274,1.12513
"r20090711.180",15024.01490100008,-5.658983310614495,1.32686,5678.063964843750,73455,1.14501
"r20100501.96",15318.13227599999,-3.228268039820428,1.43078,24933.99414062500,45521,1.10388
"r20100502.107",15319.10133800004,-4.030103274292074,1.44240,24948.14453125000,49106,1.12283
"r20130815.63",16519.73039499996,-4.178005424246436,1.84823,-8284.547851562500,23998,1.10311
"r20150810.68",17244.73755900003,-9.410929319339246,1.36264,-6035.089843750000,47882,1.15854
"r20180629.124",18299.13388200011,-8.400174536086354,1.56858,10298.58105468750,46101,1.06973
"r20180702.97",18302.02737100003,2.631101374593095,1.49645,9411.689453125000,48052,1.07100
