FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20111111.195",15877.00528099993,2.146744220643626,1.33177,16303.60644531250,75747,1.13841
"r20111111.196",15877.00625400012,-2.198495684846421,1.31400,16300.63476562500,75362,1.14371
"r20120828.95",16168.11762600020,5.840634590444580,1.38247,24791.03320312500,48498,1.11739
"r20121008.174",16209.15873199981,0.9147028314466183,1.19835,24809.51953125000,48684,1.12937
"r20130815.155",16520.14478399977,4.888642439731683,1.31683,22100.44726562500,46870,1.10751
"r20130825.178",16530.13977199979,-0.6471210418721967,1.30408,24205.26562500000,47669,1.06765
"r20131213.133",16639.95709200017,2.297731644854888,1.28848,2341.937011718750,44427,1.09117
"r20140912.132",16913.14846300008,-3.471053650239668,1.21888,26225.61523437500,50581,1.14493
"r20151001.131",17297.15389599977,-6.537775509230300,1.23705,25792.72656250000,49271,1.13160
"r20180125.17",18143.92352700001,-8.238782877922176,1.45916,-16748.37500000000,45552,1.08496
