FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20040821.87",13238.77952500014,107.0877344320755,1.62746,-24142.90039062500,109244,1.38121
"r20050822.119",13604.76033500023,226.6692838596593,1.90936,-24284.27343750000,31007,1.06964
"r20060412.227",13838.13041999983,223.9193939901336,1.96313,28203.36328125000,28958,1.07841
"r20080915.90",14724.80447399989,59.97766324697502,1.66413,-29236.73437500000,43268,1.06825
"r20100929.121",15468.75218300009,-241.4069511849308,1.31100,-29749.39843750000,46131,1.05674
"r20110526.150",15708.12654600013,-382.8387174970864,1.83403,14246.79003906250,44538,1.15285
