FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20070726.201",14307.98612600006,4.222727806683316,1.06679,-10482.79101562500,70722,1.14004
"r20070726.202",14307.98739900021,1.021733746453442,1.00980,-10485.08789062500,71443,1.14976
"r20070727.179",14308.95422900002,5.937452765048057,0.989135,-10693.18261718750,71996,1.09629
"r20070727.180",14308.95604600012,3.266696080805843,1.08273,-10697.04687500000,72156,1.09922
"r20070728.182",14309.95031700004,4.965611893285573,0.993046,-10955.90527343750,72688,1.10027
"r20070728.183",14309.95193699980,4.960288231971930,1.10747,-10959.36718750000,72037,1.10074
"r20070729.180",14310.94273500005,7.896278708106632,0.998265,-11207.76855468750,71532,1.16754
"r20070729.181",14310.94397300016,3.181395902964965,0.985709,-11210.47265625000,71794,1.15306
"r20070730.180",14311.93603100022,3.828534507783722,0.986737,-11458.52929687500,71606,1.13603
"r20070730.181",14311.93735100003,2.801640930658380,1.02111,-11461.45605468750,72707,1.14108
"r20070731.182",14312.93727800017,1.799635188996259,1.05724,-11723.98535156250,71630,1.16160
"r20070731.183",14312.93845799984,4.922903963454576,0.987169,-11726.55566406250,70490,1.15243
"r20070801.182",14313.93440400017,4.484653323142851,1.01699,-11977.53417968750,71221,1.15997
"r20070801.183",14313.93560699979,5.116196578410719,0.972784,-11980.15332031250,70641,1.16376
"r20070802.187",14314.97485999996,3.903194485766200,0.949973,-12312.56738281250,70394,1.17033
"r20070802.188",14314.97612199979,5.000501748791923,0.908195,-12314.69042968750,70753,1.16840
"r20070823.165",14335.88660199987,1.858443287114738,1.05725,-16685.11718750000,72512,1.14013
"r20070823.166",14335.88794399984,2.863303303198357,0.963982,-16687.73632812500,72068,1.13504
"r20070825.145",14337.95354800019,-0.01274723231370700,1.01865,-17115.15429687500,73342,1.23146
"r20080516.174",14602.97046299977,-5.649285409028806,1.06028,11268.02441406250,47210,1.17680
"r20080517.174",14603.97066099988,-6.466910572608366,1.07091,10995.25097656250,45213,1.14991
"r20080616.131",14634.02071999991,-5.662799582865799,1.22211,1667.336059570312,46897,1.17279
"r20080720.156",14667.95852599991,-3.714476387347144,1.05015,-8924.419921875000,71036,1.11505
"r20080823.165",14701.96212399984,-2.919564434005281,1.06014,-16913.21679687500,73105,1.11672
"r20080823.166",14701.96423099982,2.606737461510576,0.997083,-16915.17578125000,73927,1.11419
"r20080823.167",14701.96641799994,-0.9181262692125856,1.06398,-16917.13867187500,73318,1.10579
"r20080826.141",14704.89984200010,-2.950878215351260,0.999486,-17315.40820312500,72764,1.14386
"r20080826.142",14704.90118400007,-2.256059608514363,0.957763,-17317.64062500000,72589,1.15047
"r20080826.143",14704.90251500020,-1.213252279598180,0.952949,-17319.82812500000,71956,1.12996
"r20080826.144",14704.90388099989,-4.019328311330284,0.936658,-17322.05273437500,72208,1.14475
"r20080913.89",14722.79173699999,-4.870530918603514,1.14582,-19073.63476562500,45892,1.08286
"r20080916.73",14725.75642200001,-3.685718525832634,1.13787,-19158.77148437500,44737,1.10631
"r20081107.91",14777.74366000015,-6.243493323433917,1.13048,-14087.06347656250,46091,1.11757
"r20081109.60",14779.68268200010,-6.634780987495560,0.980395,-13551.96875000000,45318,1.11594
"r20090405.148",14927.09051000001,-4.132142814626519,1.40092,18800.76953125000,27177,1.07925
"r20090704.202",15016.97360099992,-2.047141184048992,1.08482,-3973.576904296875,48136,1.21202
"r20090709.174",15022.05589500023,0.2313581888141210,0.961628,-5716.118164062500,74597,1.08197
"r20090709.175",15022.05778199993,0.1296951606898689,1.04729,-5718.987792968750,74393,1.09542
"r20090709.176",15022.05955300014,2.893067586518391,1.06138,-5721.639160156250,74411,1.07673
"r20090709.177",15022.06151999999,1.914215805784840,1.07279,-5724.533203125000,75330,1.09513
"r20090712.147",15024.92601299984,1.561507349374304,0.879635,-6358.018066406250,75215,1.23028
"r20090712.148",15024.92722899979,4.039099414249811,0.924706,-6361.267089843750,76073,1.23223
"r20090712.149",15024.92843199987,2.620192041290173,0.943785,-6364.478027343750,75929,1.23155
"r20090712.150",15024.92967100022,2.175036471820498,0.872148,-6367.774902343750,74769,1.21955
"r20090730.99",15042.90599100012,10.00089396749823,1.20105,-11521.28906250000,47402,1.10518
"r20090805.21",15048.79925999977,7.581853580495952,1.27686,-12764.52246093750,44815,1.14335
"r20090806.161",15049.98339900002,6.019488514380122,1.09966,-13427.83789062500,73557,1.13013
"r20090806.162",15049.98491499992,7.570924945437376,0.938094,-13429.93945312500,73672,1.13765
"r20090806.163",15049.98643099982,5.882526178060971,1.06843,-13432.00781250000,73861,1.11060
"r20090806.164",15049.98807399999,6.327325836058336,1.02253,-13434.21484375000,73438,1.11219
"r20090809.163",15052.96333499998,2.916332085036018,1.11822,-14094.49316406250,75527,1.12756
"r20090809.164",15052.96505900007,3.453611287870960,1.06438,-14097.13574218750,74732,1.11714
"r20090809.165",15052.96673699981,5.038633116928494,1.03312,-14099.66992187500,75782,1.13173
"r20090809.166",15052.96839200007,2.784560347787362,1.05552,-14102.13281250000,74854,1.13783
"r20091108.126",15143.75344099989,8.323865948874808,1.06319,-13923.12988281250,76557,1.11300
"r20091202.110",15167.68755799998,6.456895320679330,1.16276,-7158.430175781250,74295,1.11447
"r20091202.111",15167.68927100021,6.772625765014451,1.06960,-7159.053222656250,74919,1.13322
"r20091202.112",15167.69085599994,6.355361137627540,1.08563,-7159.590820312500,74695,1.12112
"r20100201.80",15229.15174299991,1.522921394536183,1.04120,13199.09082031250,48094,1.10594
"r20100203.193",15231.16472500004,5.973376758926776,1.08819,13677.38085937500,48745,1.08234
"r20100303.181",15259.10143100005,8.175408512980326,1.02414,18654.75585937500,76362,1.15444
"r20100303.182",15259.10325999977,10.99022288698137,0.934779,18651.90234375000,76422,1.14679
"r20100329.160",15285.15234800009,14.35558758822931,1.01993,19168.81445312500,47359,1.15718
"r20100427.174",15313.97235100018,1.524002036172583,1.05645,15885.63769531250,48000,1.15365
"r20100427.175",15313.97333500022,2.114861091710257,1.09083,15883.62402343750,47028,1.14904
"r20100427.176",15313.97434200021,2.807457397064667,1.13161,15881.55371093750,47276,1.15475
"r20100504.174",15320.99965600017,7.148536124795204,0.995113,14343.92480468750,48186,1.12982
"r20100504.175",15321.00069800019,9.116777435462495,1.00494,14341.35742187500,48422,1.13548
"r20100504.176",15321.00172800012,11.25713972413516,1.07688,14338.80957031250,48288,1.12670
"r20100523.180",15339.94101900002,5.876052710685489,1.02639,9528.797851562500,77181,1.11164
"r20100628.118",15375.87326700008,7.270405220601129,1.03303,-1670.255004882812,48568,1.13357
"r20100722.51",15399.97459199978,3.646441448509018,1.00594,-9393.280273437500,48307,1.12420
"r20100924.130",15463.83983899979,0.4080257069782576,1.06382,-19501.74023437500,76950,1.21449
"r20100924.131",15463.84111199994,0.3511192051708107,0.971855,-19503.34179687500,78076,1.23995
"r20100924.132",15463.84235099982,-0.03348139107116310,0.957429,-19504.87890625000,77227,1.23340
"r20100924.133",15463.84358899994,-0.7482947432102236,1.03312,-19506.39453125000,76348,1.23539
"r20100928.95",15467.71077199979,-1.894222198780625,1.06894,-19234.25781250000,48154,1.24446
"r20101017.86",15486.78439400019,7.910183941113957,1.03948,-18013.82031250000,47245,1.11999
"r20101122.62",15522.68041400006,0.6709463565891483,1.17071,-10253.83789062500,47178,1.19292
"r20110220.150",15613.17026299983,-6.840712775377753,1.14290,17063.99414062500,47780,1.20966
"r20110422.129",15673.97813400021,-6.125985534424103,1.13317,16855.40234375000,47366,1.15980
"r20110523.114",15704.89944700012,-7.527061482728328,1.54319,9710.039062500000,23976,1.07533
"r20110622.115",15734.88064400014,1.957412986005727,1.05848,355.9020080566406,49446,1.16338
"r20110710.73",15752.77346100006,-8.816355683350185,1.04682,-5189.393066406250,47013,1.10791
"r20110710.74",15752.77444500010,-4.454333152379093,1.02151,-5191.528808593750,48485,1.10166
"r20110710.75",15752.77547500003,-9.178853384863004,1.04182,-5193.774902343750,48087,1.09041
"r20110717.74",15759.77814699989,-7.047402526247352,1.19877,-7332.605957031250,47800,1.08200
"r20110717.75",15759.77918899991,-8.596438390348325,1.12666,-7335.085937500000,48164,1.08500
"r20110717.76",15759.78025300009,-6.734966568024735,1.17601,-7337.630859375000,48044,1.11008
"r20110719.92",15761.78851100011,-7.280288914417978,1.00472,-7951.922851562500,47561,1.14218
"r20110719.93",15761.78944899980,-10.05196027357651,1.02577,-7954.266113281250,47350,1.14911
"r20110719.94",15761.79047900019,-8.750206522814452,1.10764,-7956.847167968750,46616,1.11570
"r20110720.94",15762.84095899994,-8.562392233023438,1.09082,-8385.269531250000,48161,1.11759
"r20110720.95",15762.84195399983,-11.98534309237800,1.03818,-8388.000976562500,49396,1.10755
"r20110720.96",15762.84291499993,-14.63795904492962,1.09908,-8390.637695312500,48880,1.12881
"r20110721.73",15763.77060799999,-10.43343451248439,1.17357,-8494.650390625000,47372,1.09904
"r20110721.74",15763.77170799999,-11.35941091442658,1.05512,-8497.291992187500,47163,1.08432
"r20110721.75",15763.77284199977,-9.866107519381842,1.04801,-8500.027343750000,47225,1.07771
"r20110727.72",15769.76184100006,-5.672659532107165,1.03518,-10180.96972656250,46939,1.15213
"r20110727.73",15769.76282500010,-7.287320449710613,0.998410,-10183.37890625000,47711,1.13837
"r20110727.74",15769.76383200008,-7.224011991641234,1.00232,-10185.85156250000,46874,1.14048
"r20110808.68",15781.75456999987,-5.635281547327462,1.18752,-13253.43261718750,38721,1.12883
"r20110808.69",15781.75544899981,-3.748732104435671,1.07969,-13255.69238281250,38795,1.14681
"r20110808.70",15781.75634100009,0.1259485545043617,1.08461,-13257.98437500000,38398,1.14850
"r20110809.105",15782.87463499978,-2.400616552715203,1.01656,-13802.89355468750,49020,1.08524
"r20110809.106",15782.87601199979,-8.479057975775934,1.04460,-13806.27832031250,48797,1.08444
"r20110809.107",15782.87745899986,-2.796689645726758,1.11053,-13809.82031250000,48367,1.08636
"r20110822.68",15795.79130400019,-5.774410424669117,1.45341,-16268.88964843750,16719,1.06463
"r20110825.115",15798.85141400015,-4.778002352353248,1.03753,-16937.45507812500,47901,1.14399
"r20110825.116",15798.85238600010,-5.771668864838553,1.04059,-16939.62695312500,47974,1.15263
"r20110825.117",15798.85338099999,-6.574322256321018,1.08073,-16941.84179687500,48316,1.11936
"r20110902.87",15806.81295600021,-0.8174244814504164,1.10377,-18015.88085937500,49415,1.09169
"r20110902.88",15806.81507400004,-5.523852562297293,1.14698,-18020.77929687500,48844,1.08115
"r20110902.89",15806.81728499988,-2.244099648131623,1.12509,-18025.85937500000,48508,1.08532
"r20110907.76",15811.72851599986,-7.409133060231255,0.955632,-18364.86328125000,47992,1.18120
"r20110907.77",15811.72948799981,-4.713076806839638,0.956621,-18367.35546875000,47442,1.21429
"r20110907.78",15811.73046000022,-1.151542508692913,0.955870,-18369.84960937500,47100,1.15955
"r20111008.75",15842.75457500014,-5.846780068394850,1.66002,-18892.84765625000,24695,1.16270
"r20111008.76",15842.76092900010,-3.376401868322006,1.14424,-18903.75976562500,46167,1.13590
"r20111008.77",15842.76323200017,-8.386765644207301,1.09424,-18907.60742187500,45617,1.12802
"r20111016.78",15850.71838400001,-9.894441941547839,1.02836,-18073.19335937500,47337,1.12845
"r20111016.79",15850.71940300008,-8.116164394981666,0.964479,-18075.07031250000,48145,1.12349
"r20111016.80",15850.72036299994,-8.802794337821894,0.979025,-18076.83203125000,47093,1.13691
"r20111115.7",15880.75377799990,-0.3118091522200359,1.12984,-12300.38769531250,41480,1.11322
"r20111115.8",15880.75524799991,0.03282248029371715,1.15999,-12300.60546875000,39416,1.13756
"r20111208.64",15903.68091000011,-5.706534372626657,1.07553,-5388.854003906250,48110,1.09222
"r20111208.65",15903.68212600006,-8.249764130876752,1.10104,-5389.131835937500,48091,1.10534
"r20111208.66",15903.68330600020,-4.142386625851596,1.08452,-5389.380859375000,46826,1.10360
"r20120203.226",15961.18003900023,0.3546712325649750,1.01380,13539.11132812500,46766,1.12296
"r20120203.227",15961.18106900016,2.777209952044920,1.13324,13537.62695312500,46308,1.12504
"r20120203.228",15961.18207600014,3.155166406828101,1.01787,13536.16503906250,46439,1.14014
"r20120313.124",16000.09574599983,-1.131007557945608,1.15589,19398.90820312500,46514,1.15456
"r20120313.125",16000.09674100019,-3.460762876997251,1.08548,19397.06250000000,47361,1.17297
"r20120313.126",16000.09771300014,-1.782499198168807,1.10922,19395.25000000000,47583,1.17539
"r20120528.99",16075.85243499978,-0.6082344845456440,1.22578,8101.340820312500,48994,1.09177
"r20120528.100",16075.85403200006,-5.581166865732712,1.10199,8098.546875000000,48177,1.07895
"r20120528.101",16075.85554799996,-1.923064339605361,1.20358,8095.865234375000,48701,1.07605
"r20120623.113",16101.81890799990,0.08386732855941884,1.10556,-77.51499938964844,48116,1.10421
"r20120701.87",16109.78535800008,-4.126452964119192,1.07414,-2596.331054687500,47939,1.07007
"r20120701.88",16109.78637700016,-4.850314559934747,1.03600,-2598.435058593750,49312,1.07930
"r20120701.89",16109.78740700008,0.5233359774012496,0.979955,-2600.573974609375,48156,1.07671
"r20120706.71",16114.78337599989,2.330957678832289,1.10237,-4177.775878906250,48347,1.05649
"r20120706.72",16114.78489199979,1.672761528859532,1.02648,-4181.091796875000,48523,1.05369
"r20120706.73",16114.78648900008,1.463778174460246,1.11404,-4184.610839843750,48459,1.05346
"r20120814.61",16153.95572300022,3.212530714649773,1.07076,-15230.22656250000,47635,1.07159
"r20120814.62",16153.95838500001,1.560662737862227,1.20571,-15233.99316406250,46955,1.07624
"r20120814.63",16153.96037600003,2.875557317913291,1.18107,-15236.74609375000,46590,1.08200
"r20120922.74",16192.72110099997,6.494657868187822,1.02458,-19274.10742187500,48157,1.14085
"r20120922.75",16192.72202700004,5.034772133950682,1.09931,-19276.32617187500,47698,1.13794
"r20120922.76",16192.72298699990,5.739509119722086,1.14072,-19278.62304687500,48921,1.13906
"r20121009.70",16209.69411200006,3.942339298875751,1.21359,-18651.96484375000,48501,1.14404
"r20121009.71",16209.69525799993,5.310112110334444,1.11992,-18654.48632812500,48049,1.14349
"r20121009.72",16209.69636899978,4.777566280427948,1.12516,-18656.92382812500,47632,1.14505
"r20130202.123",16326.17412400013,9.432975639840748,1.03689,13471.27343750000,47630,1.15003
"r20130202.124",16326.17511999980,11.20069945400850,1.10400,13469.91894531250,48816,1.15484
"r20130202.125",16326.17616100004,12.08826192237748,1.06704,13468.49023437500,48633,1.16392
"r20130203.141",16327.17865899997,12.94335999004279,1.11411,13709.06835937500,47737,1.15447
"r20130203.142",16327.18085899996,16.15851484461467,1.07337,13705.86914062500,48483,1.15233
"r20130203.143",16327.18179599987,16.03600090907637,1.18572,13704.48925781250,47222,1.14206
"r20130204.214",16328.17536000023,11.89607063811290,1.06586,13953.99804687500,47936,1.13103
"r20130204.215",16328.17644800013,13.03881556475702,1.17874,13952.42578125000,48810,1.13280
"r20130204.216",16328.17753600003,10.02047442643007,1.06092,13950.83984375000,47734,1.12649
"r20130221.136",16345.16632999992,4.707318389900649,1.16853,17303.41601562500,47925,1.13676
"r20130221.137",16345.16755700018,4.495822220240996,1.21286,17301.08593750000,48044,1.13685
"r20130221.138",16345.16872600000,7.044620799789755,1.15981,17298.85156250000,46957,1.13097
"r20130605.83",16448.84843900008,4.137775590655803,1.11372,5744.831054687500,48172,1.08471
"r20130605.84",16448.84961900022,4.561900777726713,1.16430,5742.509765625000,48364,1.08777
"r20130605.85",16448.85070700012,1.394755299903517,1.04003,5740.356933593750,48683,1.09050
"r20130606.89",16449.87254300015,5.485716159837430,1.07360,5378.514160156250,48508,1.13737
"r20130606.90",16449.87357300008,10.29051759874720,1.13419,5376.193847656250,47726,1.15164
"r20130606.91",16449.87454500003,11.21409264073500,1.06339,5373.995117187500,48373,1.15633
"r20130607.99",16450.86136699980,5.113008268760510,1.10868,5085.785156250000,48784,1.12646
"r20130607.100",16450.86235099984,8.100344480250961,1.13285,5083.650878906250,49917,1.12781
"r20130607.101",16450.86345000006,7.477223514484022,1.12876,5081.254882812500,48089,1.13332
"r20130629.83",16472.80232100002,3.426093514655145,1.10797,-1895.510986328125,49260,1.06255
"r20130629.84",16472.80387199996,0.5454524927647619,1.20927,-1898.901977539062,48207,1.05510
"r20130629.85",16472.80537700001,3.095326531736598,1.09241,-1902.214965820312,48628,1.05650
"r20130704.68",16477.76654300001,0.6336545462995629,1.13378,-3430.572998046875,47481,1.08390
"r20130716.72",16489.77310199989,6.842374889263887,1.00727,-7186.244140625000,48520,1.11235
"r20130815.68",16519.73589400016,2.965041712325139,1.09051,-14878.73730468750,47618,1.08832
"r20130815.69",16519.73723600013,4.804104074845768,1.21203,-14882.16015625000,49123,1.08049
"r20130815.70",16519.73852099990,3.231445527492092,1.10053,-14885.44433593750,48506,1.08796
"r20131023.69",16588.69708399987,6.641351011097015,1.16864,-17022.92968750000,47200,1.17538
"r20131023.70",16588.69800999993,5.115164652960843,1.18762,-17024.60351562500,47815,1.17611
"r20131023.71",16588.69897100003,3.264188884592684,1.24235,-17026.33203125000,47811,1.18135
"r20131117.71",16613.69773499994,5.597289474818723,1.18214,-11607.95996093750,47955,1.09979
"r20131117.72",16613.69897300005,4.599357872967545,1.17898,-11609.03027343750,48950,1.09247
"r20131117.73",16613.70015399996,4.657194013801650,1.14199,-11610.02929687500,48285,1.08138
"r20140220.239",16709.16199899977,3.104378345596785,1.04037,17106.06835937500,47182,1.17093
"r20140220.240",16709.16306400020,4.393353438172340,1.00683,17104.12890625000,47426,1.19200
"r20140220.241",16709.16410600021,3.955591018058215,1.13508,17102.22265625000,46330,1.15834
"r20140221.166",16710.10719199991,3.563632521301827,1.05787,17349.63281250000,48922,1.14959
"r20140221.167",16710.10833799979,2.033710935080876,1.00557,17348.20703125000,48844,1.15138
"r20140221.168",16710.10945999995,4.821269469647604,1.09840,17346.79492187500,47154,1.15031
"r20140620.113",16828.83095399989,-0.2064077494961889,1.23510,1045.687011718750,47873,1.08941
"r20140620.114",16828.83215699997,-2.496206203483421,1.11211,1043.014038085938,47881,1.09725
"r20140620.115",16828.83344200021,-2.781273988745414,1.19074,1040.145019531250,47753,1.09888
"r20140620.163",16829.11462299991,-0.8685771196534550,1.19692,354.3789978027344,47263,1.09147
"r20140620.164",16829.11565299984,-0.0008238488900582236,1.26678,352.8739929199219,47898,1.10618
"r20140620.165",16829.11669499986,3.069755587016412,1.12544,351.3680114746094,47302,1.10348
"r20140710.83",16848.89992399979,-4.520143713105945,1.15742,-5595.878906250000,50044,1.07868
"r20140710.84",16848.90102399979,-8.204837876811856,1.15356,-5598.923828125000,48095,1.08768
"r20140710.85",16848.90207700012,-6.089521784392354,1.09865,-5601.838867187500,48569,1.07901
"r20140722.89",16861.03512400016,-3.534954155222408,1.24627,-9495.696289062500,47969,1.12073
"r20140724.71",16862.75172499986,-0.7718357688337107,0.973633,-9396.923828125000,49345,1.17966
"r20140724.72",16862.75266300002,-1.613584586786338,0.983879,-9399.090820312500,49683,1.16567
"r20140724.73",16862.75361200003,-1.701315761976751,0.992681,-9401.292968750000,48791,1.15476
"r20140726.64",16864.74118500017,1.839269300585606,0.985528,-9936.714843750000,49405,1.17136
"r20140726.65",16864.74215700012,3.827009485003865,1.15127,-9938.913085937500,48436,1.13762
"r20140726.66",16864.74312900007,2.193026020630203,1.04028,-9941.119140625000,48858,1.15622
"r20140812.95",16881.75069400016,-3.971221260171077,1.26352,-14211.05273437500,48131,1.20424
"r20140812.96",16881.75163100008,-2.518645499613381,1.23955,-14213.48144531250,48838,1.20544
"r20140812.97",16881.75258000009,-8.733804234518093,1.21671,-14215.94238281250,48577,1.18299
"r20140813.80",16882.75433799997,-7.921038081026964,1.06588,-14438.67773437500,48251,1.14353
"r20140813.81",16882.75535599981,-1.433836185089213,1.03997,-14441.33789062500,48995,1.13008
"r20140813.82",16882.75642099977,-3.959775315327761,1.04812,-14444.12304687500,49837,1.12657
"r20140912.71",16912.72135199979,-3.466835309603482,1.08348,-18807.33203125000,47821,1.12942
"r20140912.72",16912.72238200018,-4.843224025494592,1.04295,-18809.94140625000,49741,1.14230
"r20140912.73",16912.72335400013,-5.385382027331545,1.00363,-18812.40234375000,47870,1.13601
"r20150204.159",17058.17956099985,-11.14524007231453,1.12025,13817.18164062500,46525,1.11905
"r20150204.160",17058.18082300015,-11.64722661277527,1.16849,13815.31738281250,47659,1.12557
"r20150204.161",17058.18210700015,-11.41147798313801,1.15268,13813.39843750000,44355,1.14309
"r20150205.134",17059.16690899990,-9.301811530123722,1.18176,14070.75292968750,49296,1.07606
"r20150205.135",17059.16855299985,-13.30587574034224,1.15903,14068.50097656250,49351,1.08334
"r20150205.136",17059.17009200016,-13.91716945272844,1.07936,14066.36328125000,49695,1.08457
"r20150208.165",17062.17532700021,-11.57140418662329,1.12875,14740.73925781250,46975,1.14890
"r20150208.166",17062.17659999989,-12.67250019169795,1.07859,14738.74511718750,46977,1.14376
"r20150208.167",17062.17781500006,-9.175854961770899,1.11390,14736.82519531250,48987,1.13335
"r20150508.74",17150.98475700011,-2.229417459048602,0.976311,13492.97558593750,49243,1.18572
"r20150508.75",17150.98564800015,-5.462049849485346,0.970415,13490.79589843750,48161,1.18109
"r20150508.76",17150.98656200012,-10.78310161043779,1.06899,13488.55371093750,49545,1.18762
"r20150606.107",17179.93959499989,-2.931502879844658,1.14618,5363.757812500000,49281,1.09964
"r20150606.108",17179.94075299986,-1.044955060288149,1.10536,5360.630859375000,48388,1.10735
"r20150606.109",17179.94188700011,-1.413011829674048,1.07205,5357.562011718750,48152,1.09319
"r20150624.91",17197.86407000013,-4.328981043080983,1.04954,-275.0490112304688,49123,1.11744
"r20150624.92",17197.86499600019,-9.534002271797295,1.13568,-277.4339904785156,49291,1.13547
"r20150624.93",17197.86588700023,-10.25275589340784,1.09381,-279.7349853515625,47195,1.13017
"r20150630.82",17203.86041900003,-2.232467960203341,1.24165,-2212.833007812500,47954,1.09957
"r20150630.83",17203.86135700019,-3.697409929843587,1.03434,-2215.313964843750,48089,1.14230
"r20150630.84",17203.86227100017,-3.977484378083469,1.10582,-2217.738037109375,48621,1.10764
"r20150704.89",17207.89228900010,-9.466274121064343,1.07197,-3583.069091796875,48488,1.06950
"r20150704.90",17207.89331900002,-6.560011226304532,1.02563,-3585.933105468750,50670,1.08677
"r20150704.91",17207.89431399992,-5.554522396304068,1.06537,-3588.700927734375,48735,1.06725
"r20150707.92",17210.95246700011,-11.10261929288641,1.03945,-4703.283203125000,49484,1.10959
"r20150707.93",17210.95338100009,-7.407299977108416,1.14334,-4705.685058593750,49531,1.11129
