FILENAME,BJD_TDB,RV,RV_ERR,BC,ADU,CHI2
"r20100803.143",15412.13326499984,4.032044347783369,1.07278,24696.58593750000,53327,1.20007
"r20100803.144",15412.13380899979,3.167702792592166,1.08692,24695.50195312500,49684,1.18781
"r20100803.145",15412.13437600015,3.701552731942421,1.06698,24694.36914062500,59273,1.21624
"r20100804.125",15413.14022199996,2.783694009257410,1.10030,24818.94726562500,56056,1.23400
"r20100804.126",15413.14099799981,4.568268417052657,1.01773,24817.31835937500,50777,1.18279
"r20100804.127",15413.14156500017,6.293733181657949,0.937477,24816.12695312500,62641,1.20745
"r20100805.128",15414.13494500006,4.790520637870863,1.16889,24959.60742187500,56155,1.14120
"r20100805.129",15414.13561700005,2.077460063682103,1.20765,24958.21289062500,51021,1.12741
"r20100805.130",15414.13624199992,2.557356374452112,1.13830,24956.91015625000,54004,1.13243
"r20100806.130",15415.13773699990,3.155355268833254,1.10100,25076.38867187500,57760,1.21884
"r20100806.131",15415.13829200016,-0.3859781913141518,1.06965,25075.20117187500,61731,1.25735
"r20100806.132",15415.13885900006,-0.8228809569683904,1.01120,25073.98437500000,56976,1.24337
"r20100817.143",15426.14156199992,-1.832174017731788,0.984357,25910.55078125000,56336,1.32373
"r20100817.144",15426.14212899981,-2.049111110258167,1.03595,25909.13671875000,67456,1.30723
"r20100817.145",15426.14267300023,-3.641413519525827,1.15194,25907.78125000000,48306,1.23310
"r20100818.175",15427.14446099987,0.1463308180737215,1.03868,25934.16015625000,58801,1.35237
"r20100818.176",15427.14500499982,-0.9933462995197928,1.07520,25932.78320312500,60289,1.34036
"r20100818.177",15427.14553700015,-0.2996612606216615,1.06666,25931.43359375000,61684,1.37978
"r20100819.174",15428.14419900021,1.268926905620432,1.10578,25958.48242187500,61656,1.34772
"r20100819.175",15428.14475499978,-0.1576984644806387,1.05396,25957.06445312500,59986,1.36667
"r20100819.176",15428.14529900020,-0.1410465188898939,1.05944,25955.67382812500,65489,1.37785
"r20100820.150",15429.14515399979,-0.5285659995877481,1.15457,25972.56054687500,57808,1.17166
"r20100820.151",15429.14583700011,-1.587402557571082,1.12751,25970.79882812500,52504,1.17173
"r20100820.152",15429.14642699994,-0.4061069540046560,1.10192,25969.27343750000,66585,1.20654
"r20100823.213",15432.14875800023,5.464402448570695,1.14424,25970.25585937500,54845,1.38510
"r20100823.214",15432.14930200018,2.108007958555476,1.08702,25968.81054687500,54964,1.40459
"r20100823.215",15432.14985800022,-1.646201508159272,1.03399,25967.33398437500,56882,1.38573
"r20100824.260",15433.14840399986,-1.193863475169948,1.19854,25959.52734375000,48881,1.25241
"r20100824.261",15433.14897200000,-0.6348024085551742,1.10064,25958.01171875000,58106,1.31842
"r20100824.262",15433.14963100012,0.2966522294573650,1.26269,25956.24609375000,53476,1.32389
"r20100825.186",15434.14801600017,-1.018711966084958,1.06940,25941.90820312500,56524,1.25106
"r20100825.187",15434.14856000012,-0.3837637528183819,1.15567,25940.44726562500,54978,1.23695
"r20100825.188",15434.14912700001,-0.1747946015594266,1.06207,25938.92187500000,46803,1.21397
"r20100826.143",15435.14378499985,-4.012541393235971,1.08999,25927.65039062500,56760,1.28817
"r20100826.144",15435.14434099989,-5.879700854697802,1.04823,25926.15820312500,53095,1.27857
"r20100826.145",15435.14488499984,2.119514224892150,1.09282,25924.69335937500,57248,1.29466
"r20100827.135",15436.14196099993,-4.722306796365096,1.15019,25899.95507812500,58069,1.23231
"r20100827.136",15436.14251699997,-4.070073231258121,1.11089,25898.45703125000,63060,1.20542
"r20100827.137",15436.14309599996,-2.359311869518763,1.12391,25896.89453125000,55297,1.18179
"r20100828.153",15437.13263700018,-7.239447480747387,1.05866,25885.44140625000,55596,1.23963
"r20100828.154",15437.13319199998,-2.028059086295741,1.06050,25883.95312500000,55666,1.18479
"r20100828.155",15437.13376000011,-4.159050490588498,1.07821,25882.43359375000,59646,1.20984
"r20100829.147",15438.14760799985,-1.382838956386379,1.06759,25798.06835937500,60229,1.30264
"r20100829.148",15438.14814099995,-1.226966989345826,1.12781,25796.60546875000,50789,1.26365
"r20100829.149",15438.14868499991,-3.125032398049377,1.06922,25795.11132812500,52591,1.23783
"r20100830.164",15439.14499700023,-2.439585022703390,1.11945,25751.25585937500,55399,1.24129
"r20100830.165",15439.14552999986,-3.817636628172664,1.05554,25749.78906250000,56917,1.23560
"r20100830.166",15439.14608500013,-5.896879303346971,0.965585,25748.25976562500,65618,1.28363
"r20100831.181",15440.14877500013,-3.071478394287055,1.08916,25679.57812500000,63945,1.36315
"r20100831.182",15440.14935400011,-3.962842544729469,1.08962,25677.97265625000,63574,1.40141
"r20100831.183",15440.14991000015,-4.250237019545779,1.09433,25676.42968750000,55321,1.25145
"r20100916.179",15456.01624900009,4.447141357493059,1.02350,24021.38476562500,54507,1.28244
"r20100916.180",15456.01680500014,4.150742689002215,1.11111,24020.10156250000,50241,1.27456
"r20100916.181",15456.01735999994,5.624746082926819,1.14109,24018.81640625000,52254,1.19342
"r20100923.241",15463.12129899999,0.9723525800973647,1.04535,22278.29882812500,96984,1.34988
"r20100923.242",15463.12187700020,4.191370398535241,1.09057,22276.59375000000,76529,1.31190
"r20100923.243",15463.12246799981,2.200470201063624,1.04379,22274.85742187500,99518,1.36745
"r20100923.244",15463.12305800011,4.011177304557265,1.12411,22273.11914062500,80801,1.31864
"r20100923.245",15463.12375199981,2.170000880397225,1.03463,22271.07617187500,83469,1.34008
"r20100923.246",15463.12434299989,1.906732930642221,1.08903,22269.34179687500,97163,1.35292
"r20100923.247",15463.12494499981,2.834862313681313,1.08751,22267.57226562500,97551,1.34803
"r20100925.166",15465.07550500007,3.685335228765894,1.21048,21939.48046875000,57333,1.21957
"r20100925.167",15465.07607199997,0.9230053154282132,1.24950,21937.81250000000,51712,1.19536
"r20100925.168",15465.07661599992,-0.5864766419333485,1.32172,21936.21289062500,60666,1.20950
"r20100929.180",15469.12867600005,0.2713438030425337,1.23584,20757.51953125000,44120,1.20220
"r20100929.181",15469.12924400019,0.1673228676121710,1.17209,20755.86718750000,55970,1.22723
"r20100929.182",15469.12979899999,-1.005041537179498,1.30347,20754.24804687500,58766,1.20054
"r20101002.245",15472.12371899979,-4.759850577165796,1.17387,19936.03320312500,78656,1.18010
"r20101002.246",15472.12432100018,-5.698913646004598,1.15737,19934.27539062500,94053,1.22091
"r20101002.247",15472.12493399996,-4.961707910045391,1.11568,19932.48632812500,97971,1.21519
"r20101002.248",15472.12553599989,-3.150985452234060,1.13348,19930.73242187500,86294,1.24387
"r20101002.249",15472.12614999991,-6.101357200138015,1.12592,19928.94726562500,90981,1.25474
"r20101002.250",15472.12671699980,-8.671340108340019,1.17572,19927.29687500000,82116,1.26137
"r20101002.251",15472.12733000005,-9.080938872660283,1.23096,19925.51562500000,93317,1.28334
"r20101002.252",15472.12792100012,-4.307735037224052,1.19465,19923.80273437500,90635,1.22783
"r20101002.253",15472.12849899987,-3.753027431008448,1.24017,19922.12304687500,93521,1.20996
"r20101002.254",15472.12912400020,-7.263148743736451,1.25502,19920.31250000000,88200,1.21857
"r20101002.255",15472.12971499981,-5.739127785268785,1.09991,19918.60546875000,86030,1.20625
"r20101002.256",15472.13032800006,-5.060812516224281,1.21716,19916.83203125000,88427,1.20077
"r20101002.257",15472.13092999998,-3.859265814069829,1.22736,19915.09375000000,96780,1.20686
"r20101002.258",15472.13151999982,-1.283381843970801,1.13612,19913.39062500000,92213,1.25994
"r20101002.259",15472.13212200021,-5.469643240258506,1.09751,19911.65625000000,91370,1.19882
"r20101002.260",15472.13273600023,-4.615435495262250,1.22874,19909.89257812500,92610,1.22168
"r20101002.261",15472.13332600007,-6.993481435632461,1.12605,19908.19531250000,82659,1.20409
"r20101002.262",15472.13392800000,-4.161093618024839,1.13439,19906.46679687500,91093,1.25244
"r20101002.263",15472.13451799983,-5.052543955379349,1.23757,19904.77343750000,92940,1.21164
"r20101002.264",15472.13513199985,-4.445186559674063,1.20797,19903.01757812500,90349,1.22549
"r20101002.265",15472.13572200015,-2.906942587091407,1.20991,19901.32812500000,94111,1.23066
"r20101002.266",15472.13632400008,-5.258309046334173,1.15756,19899.60742187500,82393,1.20503
"r20101002.267",15472.13690300006,-9.656986571493167,1.23397,19897.95507812500,87504,1.24842
"r20101002.268",15472.13751599984,-2.975922905226348,1.19791,19896.20703125000,92342,1.22485
"r20101002.269",15472.13811799977,-3.254172604431091,1.16971,19894.49414062500,97740,1.21503
"r20101021.143",15490.95544999978,-3.195617753392915,1.14720,13900.39746093750,62458,1.20830
"r20101021.144",15490.95601700014,-4.558468282901291,1.19724,13898.79882812500,50224,1.17026
"r20101021.145",15490.95656100009,-5.540227406530139,1.14856,13897.26464843750,53259,1.19223
"r20101115.173",15516.06663799984,-3.448143662085641,1.22027,2710.977050781250,86498,1.27578
"r20101115.174",15516.06723999977,-5.596307659870041,1.19658,2709.395019531250,91988,1.28991
"r20101115.175",15516.06796899997,-5.801094811244072,1.14821,2707.482910156250,90858,1.24977
"r20101115.176",15516.06857099989,-2.705879716358033,1.12892,2705.909912109375,90024,1.27215
"r20101115.177",15516.06916199997,-3.126232959499195,1.14966,2704.370117187500,86330,1.26731
"r20101122.147",15522.92885900009,-6.537321171659047,1.21744,-128.7160034179688,62558,1.28537
"r20101122.148",15522.92942599999,-8.135426576709490,1.16716,-130.5209960937500,58445,1.35000
"r20101122.149",15522.92999299988,-7.956836113494875,1.23443,-132.3260040283203,56656,1.30287
"r20101212.152",15543.00644499995,9.645710341276242,1.31287,-9594.222656250000,54659,1.19828
"r20101212.153",15543.00701300008,13.50094129392377,1.27251,-9595.616210937500,56529,1.19504
"r20101212.154",15543.00760299992,8.311339170365457,1.35487,-9597.061523437500,64633,1.21533
"r20101218.192",15549.00757700019,6.826134964027915,1.24333,-12186.24707031250,82116,1.26757
"r20101218.193",15549.00821299991,6.527418595394266,1.16732,-12187.65820312500,82090,1.25369
"r20101218.194",15549.00887299981,2.602613495685375,1.22942,-12189.11523437500,77974,1.23243
"r20101218.195",15549.00949800014,5.343568497296687,1.16379,-12190.49023437500,77706,1.23171
"r20101218.196",15549.01014599996,5.138407490252661,1.11713,-12191.91015625000,89429,1.26756
"r20110117.146",15578.93079299992,1.428204237876017,1.20435,-22529.58789062500,77484,1.23505
"r20110117.147",15578.93166100001,1.651374705666058,1.28960,-22531.29296875000,78690,1.24713
"r20110117.148",15578.93256299989,1.897927409985925,1.19343,-22533.05273437500,78345,1.23916
"r20110117.149",15578.93366299989,2.007645833404808,1.26305,-22535.18359375000,77389,1.23604
"r20110117.150",15578.93464600015,4.120015287739136,1.18103,-22537.07421875000,78742,1.21469
"r20110222.63",15614.74741700012,1.113142509762383,1.31610,-26636.46875000000,45907,1.24634
"r20110222.64",15614.74821500015,-3.017223952582469,1.27172,-26638.48046875000,49912,1.23224
"r20110222.65",15614.74885200011,0.5654733345081127,1.32743,-26640.08203125000,47642,1.25885
"r20110313.108",15633.79902100004,-5.309920916586634,1.28241,-24974.21484375000,58384,1.24456
"r20110313.109",15633.79958799994,0.3033102111251083,1.15568,-24974.90039062500,54998,1.23380
"r20110313.110",15633.80017799977,-0.6626975949988037,1.32483,-24975.61132812500,58888,1.22801
"r20110317.122",15637.75966100022,-7.111039269213194,1.10986,-24188.93554687500,85791,1.27715
"r20110317.123",15637.76029800018,-7.328723343026610,1.12759,-24189.93945312500,86223,1.28939
"r20110317.124",15637.76092300005,-5.690055713493848,1.07777,-24190.92187500000,89086,1.32611
"r20110317.125",15637.76153599983,-4.337546990511441,1.11437,-24191.87890625000,82904,1.29223
"r20110317.126",15637.76214900007,-5.378568542549260,1.14515,-24192.83007812500,80537,1.33791
"r20110818.136",15792.13458799990,0.2547086391570019,1.01273,25946.78125000000,70528,1.28260
"r20110819.151",15793.13843599986,1.449874384502408,1.07785,25966.92773437500,63144,1.27860
"r20110821.140",15795.14064599993,-6.197854614892663,1.18821,25999.04296875000,54702,1.32365
"r20110823.122",15797.13447500020,-1.424962652662103,1.24989,26023.41992187500,60323,1.22874
"r20110824.131",15798.14268699987,0.7833433880418283,1.23988,25994.98828125000,64582,1.27330
"r20110904.156",15809.13714900007,-2.551829667773760,1.11961,25409.27734375000,58078,1.18929
"r20120401.67",16018.71295299986,-3.156849399733090,1.43560,-20241.18554687500,47446,1.27768
"r20120827.151",16167.15107800020,-6.297734156786767,1.32388,25862.07617187500,38058,1.14246
"r20120827.152",16167.15164599987,-8.107096901497329,1.59381,25860.52343750000,28038,1.11672
"r20130814.177",16519.13796800002,0.7998390760517680,1.17191,25798.41992187500,48939,1.17847
"r20130819.159",16524.14880299987,-3.120831333059421,1.09673,25954.17382812500,62281,1.28840
"r20130825.170",16530.11554499995,-2.455838050959528,1.16674,26033.67187500000,57081,1.17557
"r20131023.196",16589.16466700006,0.5375326999456123,1.09732,12437.90820312500,63225,1.16288
"r20140117.162",16674.75775599992,-5.292343577219640,1.22760,-22107.84765625000,53030,1.19908
"r20140117.163",16674.75832299981,-3.592449396678987,1.44637,-22109.51367187500,60360,1.22643
"r20140117.164",16674.75899400003,-4.056515241143813,1.27642,-22111.48828125000,60037,1.19948
"r20140220.100",16708.78695600014,-3.219167392187046,1.31564,-26739.21875000000,49642,1.15789
"r20140220.101",16708.78761600005,-3.530556819059996,1.21284,-26740.70703125000,62469,1.21885
"r20140220.102",16708.78821700020,-3.288822728290143,1.23426,-26742.06250000000,55673,1.20110
"r20140813.138",16883.14328899980,-4.680334804565888,1.06604,25697.41406250000,64285,1.30057
"r20140813.139",16883.14389100019,-0.7110570925497797,1.08992,25695.97265625000,60071,1.26321
"r20140813.140",16883.14444699977,-0.8413116337446240,1.03591,25694.64062500000,60870,1.26747
"r20140814.125",16884.12773700012,-2.492936273536486,1.08273,25798.52539062500,53995,1.14068
"r20140814.126",16884.12832699995,-3.552221867923947,1.15071,25797.16992187500,54077,1.14893
"r20140814.127",16884.12890599994,-5.597285441138496,1.02621,25795.83593750000,60527,1.21542
"r20140819.124",16889.13217099989,0.7053108729348239,1.12104,26005.36523437500,59897,1.23787
"r20140819.125",16889.13273799978,0.8696868580970403,1.04979,26003.96484375000,67213,1.28639
"r20140819.126",16889.13329300005,8.268920057735968,1.16393,26002.58984375000,56141,1.27535
