,Unnamed: 0,SIMNAME,TEFF,LOGG,VSINI,CH,NH,OH,NaH,MgH,AlH,SiH,CaH,TiH,VH,CrH,MnH,FeH,NiH,YH,DIR,,,,,,,,,,,,,,,,,,
576,576,HTR062-011,5947.564,4.073995,2.279391527,-0.16349663,-0.20774737,0.009182764,-0.20648076,-0.19297987,-0.20625395,-0.1997033,-0.10163183,-0.10072533,-0.06858082,-0.18919036,-0.4023282,-0.18035354,-0.24301821,-0.21394397,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR062-011_rj193.1301.ech,,,,,,,,,,,,,,,,,,
500,500,HD 42250,5357.9126,4.4255233,1.330890298,0.027813662,-0.028598383,0.1580497,-0.013979176,0.046968322,0.10395137,0.030701732,5.42E-05,0.053047623,0.015217323,-0.034464195,-0.09490891,-0.04235871,-0.019657906,-0.10303129,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/42250_rj187.380.ech,,,,,,,,,,,,,,,,,,
34,34,HD 86728,5742.913,4.3132834,2.410410013,0.14983957,0.12574533,0.17814493,0.23058228,0.20681557,0.24367036,0.20113146,0.22826576,0.18544523,0.2004393,0.20113325,0.22998814,0.20028257,0.23854241,0.20435281,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/86728_rj06.1085.ech,,,,,,,,,,,,,,,,,,
994,994,HD 45350,5566.666,4.255842,2.271024835,0.19016461,0.2179947,0.2615525,0.20434828,0.2264328,0.27792063,0.234263,0.23537253,0.25315112,0.22039454,0.23149265,0.23073986,0.24357164,0.2445354,0.19717868,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/45350_rj67.983.ech,,,,,,,,,,,,,,,,,,
848,848,HTR239-008,5901.433,4.2849464,2.134414911,0.12787099,0.19885838,0.09921749,0.17768905,0.16389424,0.15938959,0.1528272,0.1712477,0.15192662,0.14952031,0.18498027,0.22633414,0.1717695,0.20398663,0.17542587,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR239-008_rj60.728.ech,,,,,,,,,,,,,,,,,,
421,421,HD 203473,5780.891,4.107926,2.077760696,0.14685154,0.26477712,0.20532107,0.26616055,0.15185356,0.20979078,0.1760803,0.19472742,0.17575121,0.13877869,0.17450762,0.21462114,0.19433546,0.22005177,0.1425728,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/203473_rj181.75.ech,,,,,,,,,,,,,,,,,,
867,867,HD 223627,4795.2227,3.068795,1.735009313,-0.11181131,0.22051218,0.010267988,0.046345033,0.014085472,0.103670515,-0.09290677,0.06536396,0.07629653,-0.011647411,0.05018899,0.18329677,0.09880963,0.106616676,0.0906381,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/223627_rj62.112.ech,,,,,,,,,,,,,,,,,,
1092,1092,Kepler-109,5953.293,4.231086,1.856972026,-0.023708716,0.043720745,0.013484074,-0.031363666,-0.041556817,-0.023217466,-0.02776768,-0.009929772,-0.009535469,0.004686158,-0.034879655,-0.08072196,-0.01991786,-0.03393989,-0.066189304,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/K00123_rj95.1311.ech,,,,,,,,,,,,,,,,,,
68,68,HD 167665,6108.0503,4.211423,3.445389685,-0.06421226,0.003098648,0.05057215,-0.12401913,-0.09804259,-0.17646784,-0.09285465,-0.07808535,-0.06856917,-0.11311244,-0.10302009,-0.2524073,-0.103758566,-0.14940383,-0.118084684,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/167665_rj100.1412.ech,,,,,,,,,,,,,,,,,,
451,451,HD 16895,6196.325,4.1866636,7.9562417,0.029114857,0.19142598,0.21696067,0.010249399,0.023893759,-0.08861328,0.051136706,0.09031436,0.06647174,0.042800393,0.084666945,-0.0824326,0.08350845,-0.007618245,0.095293865,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/16895_rj185.804.ech,,,,,,,,,,,,,,,,,,
448,448,HD 28185,5615.683,4.3373175,2.161261781,0.16499336,0.24089234,0.1846172,0.3062174,0.1682551,0.22287636,0.17872591,0.17088218,0.16194229,0.16528584,0.17508088,0.24587937,0.1685254,0.21978092,0.114801854,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/28185_rj185.71.ech,,,,,,,,,,,,,,,,,,
963,963,HD 190228,5238.4033,3.7197218,0.100000004,-0.33626205,-0.28886205,-0.23391762,-0.29163623,-0.22247821,-0.23028842,-0.29542273,-0.19753411,-0.19480115,-0.26870045,-0.2609656,-0.32449755,-0.22613755,-0.24618481,-0.12762383,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/190228_rj63.381.ech,,,,,,,,,,,,,,,,,,
842,842,HD 149143,5856.355,4.111465,3.88080065,0.20927928,0.35600623,0.2544189,0.3674266,0.23890172,0.29893646,0.251007,0.30396333,0.2683285,0.22150424,0.29754993,0.3699338,0.2928984,0.33894256,0.3222239,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/149143_rj59.976.ech,,,,,,,,,,,,,,,,,,
387,387,2MASS J23341508-4203411,5504.9424,4.53762,2.281800985,-0.021231383,-0.05268839,-0.027935816,0.000607429,-0.010632007,0.05180575,0.00271645,0.045314953,0.063300416,0.08194142,0.029144887,-0.003628979,0.003594738,-0.030065402,0.06102694,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/WASP4_rj161.506.ech,,,,,,,,,,,,,,,,,,
779,779,HD 95089,4918.318,3.2387342,1.645749807,-0.119107574,0.22166386,-0.017555814,0.043993242,0.05169513,0.08508304,-0.037589557,0.12053516,0.10743859,0.03590236,0.1139345,0.18166362,0.15385124,0.12887342,0.29133612,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/95089_rj51.143.ech,,,,,,,,,,,,,,,,,,
144,144,KIC-8702606,5495.0894,3.7576463,1.337536454,-0.11963166,-0.11896553,-0.037150454,-0.19090658,-0.11899406,-0.19424087,-0.14826211,-0.067354366,-0.09545141,-0.16745579,-0.089047566,-0.16920489,-0.06654643,-0.11511257,0.06419629,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC8702606_rj128.141.ech,,,,,,,,,,,,,,,,,,
685,685,HD 39094,5431.777,3.945246,0.100000001,0.18359956,0.2198315,0.24256875,0.18494016,0.1826371,0.2587812,0.18091369,0.22857355,0.23240292,0.16759476,0.21664292,0.24662319,0.23318073,0.24211705,0.15885024,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/39094_rj23.1583.ech,,,,,,,,,,,,,,,,,,
527,527,HD 18632,5051.3906,4.4808726,3.274478197,0.1412435,0.11835599,0.14409606,0.2211131,0.15090269,0.21483481,0.19710022,0.30065072,0.21676809,0.21914503,0.2650007,0.26954108,0.2639988,0.2258516,0.20084414,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/18632_rj187.94.ech,,,,,,,,,,,,,,,,,,
403,403,HD 16702,5904.315,4.5445595,0.100000007,-0.067068145,-0.13554186,-0.064931795,-0.19740298,-0.12071651,-0.15765509,-0.09957748,-0.044389986,-0.074203864,-0.031652533,-0.06393587,-0.19748636,-0.08079969,-0.16653968,0.013453827,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/16702_rj179.133.ech,,,,,,,,,,,,,,,,,,
1117,1117,HTR378-001,5231.4907,4.41201,2.741289377,0.21690243,0.333004,0.15344907,0.42805123,0.23534703,0.3247653,0.26136562,0.29695284,0.28305078,0.31088042,0.28736344,0.3623684,0.30291772,0.32654437,0.10921767,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR378-001_rj81.1194.ech,,,,,,,,,,,,,,,,,,
202,202,HD 10145,5650.09,4.4278846,1.342016547,-0.034092426,-0.14760691,0.04838722,-0.12413761,0.002778717,0.015287494,-0.016111435,-0.016668102,0.029715134,-0.010846429,-0.040153213,-0.12324926,-0.03825533,-0.06395068,-0.09267795,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/10145_rj130.2540.ech,,,,,,,,,,,,,,,,,,
768,768,HD 85301,5634.055,4.494537,6.168412685,0.041147232,0.063949004,0.08961932,0.001075942,0.043684192,0.01530833,0.07711151,0.1531781,0.079401635,0.04907579,0.12789094,0.10320063,0.1293669,0.051576544,0.18037319,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/85301_rj50.316.ech,,,,,,,,,,,,,,,,,,
55,55,HD 197076,5810.1377,4.4155874,0.099999999,-0.049789835,-0.2181048,-0.006793903,-0.097258136,-0.087532304,-0.079570666,-0.06318533,-0.009890007,-0.08476631,-0.071435235,-0.08969872,-0.22120719,-0.09364645,-0.14931084,-0.01827133,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/197076_rj08.1217.ech,,,,,,,,,,,,,,,,,,
227,227,HD 60234,5842.283,3.743084,7.317531611,0.087967135,0.29298902,0.27782685,0.14545678,0.0353746,0.068134114,0.09838653,0.20005241,0.16171668,0.029555757,0.14056125,0.08209704,0.17414108,0.1264462,0.8125843,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/60234_rj138.221.ech,,,,,,,,,,,,,,,,,,
50,50,HD 126583,5481.6133,4.487086,1.322538072,-0.007694546,-0.013113372,0.021606777,-0.023947705,-0.010363331,-0.00474149,0.012602642,0.008942178,-0.009940056,-0.026495498,-0.0241789,0.008612602,-0.000784576,-0.008059079,0.043357983,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/126583_rj06.1820.ech,,,,,,,,,,,,,,,,,,
327,327,HD 199260,6270.296,4.3576827,13.77753544,-0.089858875,0.5010835,0.15361081,-0.059211105,-0.0475081,-0.32308352,0.025566936,0.06474133,0.103166744,0.14957732,0.050116725,-0.14159232,0.04009969,-0.080418184,-0.011383943,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/199260_rj152.714.ech,,,,,,,,,,,,,,,,,,
946,946,HD 215049,5108.928,3.6347132,0.883209467,-0.088533,0.0783709,0.010991793,-0.055197522,-0.010537185,0.003630722,-0.075339735,0.044021964,0.031570077,-0.034175772,0.023488179,0.054039583,0.05070378,0.04348673,0.18966475,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/215049_rj62.97.ech,,,,,,,,,,,,,,,,,,
804,804,HD 124292,5458.936,4.4826865,0.100000001,-0.10365199,-0.17410901,-0.017117646,-0.13523135,-0.073878706,-0.07805616,-0.09647815,-0.10277094,-0.07717912,-0.08827096,-0.12877938,-0.16588663,-0.12906343,-0.13300586,-0.16661027,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/124292_rj55.903.ech,,,,,,,,,,,,,,,,,,
248,248,WASP-12,6154.0405,4.219235,0.100000001,0.08787812,0.29900473,0.32923248,0.18089387,0.19983214,0.09927557,0.16753727,0.19623496,0.24898116,0.12250017,0.26956317,0.121034406,0.21241301,0.15684322,0.3702441,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/WASP12_rj141.128.ech,,,,,,,,,,,,,,,,,,
865,865,HD 221504,5333.886,3.7629356,2.041605234,0.18702975,0.34841424,0.22356848,0.30176067,0.20085827,0.25143915,0.17901471,0.2831603,0.24103945,0.17496896,0.26412785,0.33566213,0.2811271,0.28831816,0.29088283,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/221504_rj62.106.ech,,,,,,,,,,,,,,,,,,
839,839,HD 222474,4857.345,4.5219464,0.100000001,0.64205873,0.5913234,0.6253199,0.7802397,0.5356477,0.5706837,0.5713914,0.5404787,0.508448,0.4610335,0.51665604,0.59417987,0.57499236,0.62909645,0.33290935,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HIP116838_rj59.2272.ech,,,,,,,,,,,,,,,,,,
141,141,KIC-8018599,5889.154,3.7502735,6.874413967,0.13509834,0.28117344,0.36305767,0.22701144,0.1043152,0.114439756,0.19899015,0.30675766,0.2539592,0.10167814,0.26352155,0.23084958,0.29552972,0.25475582,0.521223,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC8018599_rj128.134.ech,,,,,,,,,,,,,,,,,,
614,614,HD 112415,5573.561,4.2467256,2.336719751,0.2781503,0.37784913,0.2913143,0.4440243,0.27967787,0.3590908,0.28529745,0.2667021,0.2642356,0.24137871,0.27760416,0.36285475,0.28267452,0.34627855,0.2073146,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/112415_rj21.1218.ech,,,,,,,,,,,,,,,,,,
16,16,HD 69076,5417.842,4.570912,0.892268956,-0.29665408,-0.44695705,-0.21536444,-0.36284742,-0.25958535,-0.3168118,-0.26298833,-0.26549008,-0.27764913,-0.27112722,-0.29309952,-0.4394251,-0.31413934,-0.34135982,-0.24744456,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/69076_rj04.891.ech,,,,,,,,,,,,,,,,,,
810,810,HTR196-004,5824.249,4.3824344,0.100000001,0.018788483,0.028320685,0.08182676,0.038084205,0.015927605,0.051121153,0.009168179,-0.008058952,3.59E-05,0.032001786,0.012325909,-0.012836758,0.00405891,0.005802445,-0.034081895,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR196-004_rj55.950.ech,,,,,,,,,,,,,,,,,,
950,950,HD 37008,4979.831,4.5283003,0.549869786,-0.07099587,-0.49590302,0.14971244,-0.35262707,-0.225871,-0.17893061,-0.22186613,-0.29917163,-0.20258665,-0.2514802,-0.4503836,-0.6030839,-0.43269017,-0.36640266,-0.5888108,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/37008_rj63.1057.ech,,,,,,,,,,,,,,,,,,
180,180,HD 13747,4910.971,3.1951141,0.903228462,-0.10674128,0.21461117,0.022667069,0.011714704,0.021272518,0.036312208,-0.07498694,0.08455875,0.050039314,-0.025230072,0.07485205,0.1760251,0.11950418,0.0953795,0.24810007,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/13747_rj130.1120.ech,,,,,,,,,,,,,,,,,,
792,792,HD 125612,5841.1045,4.362234,2.996603916,0.13076606,0.14728998,0.16851194,0.18263243,0.19271846,0.21567039,0.20903462,0.24344221,0.20372985,0.20548141,0.22780481,0.23852299,0.22309938,0.22714277,0.28088608,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/125612_rj55.1409.ech,,,,,,,,,,,,,,,,,,
680,680,HD 27496,5561.2275,4.101621,2.652443171,0.31704885,0.38591474,0.35786122,0.39605686,0.30587345,0.3866872,0.31693703,0.31802607,0.3157031,0.28617328,0.3196418,0.37442958,0.3349256,0.36038873,0.28152466,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/27496_rj23.1578.ech,,,,,,,,,,,,,,,,,,
343,343,HD 11850,5626.335,4.5271344,5.865169048,-0.031297613,-0.13579261,-0.01002915,-0.10340576,-0.025580697,-0.027636174,0.024405273,0.09275282,0.05656121,0.059700675,0.062563375,-0.02580003,0.062373266,-0.02186966,0.11237541,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/11850_rj152.952.ech,,,,,,,,,,,,,,,,,,
342,342,HD 9472,5751.281,4.5323052,2.287572622,-0.046329807,-0.10538923,-0.042560816,-0.1603611,-0.05955043,-0.12344451,-0.048974253,0.007267952,-0.025617672,-0.018231537,0.001178265,-0.10046614,-0.01309967,-0.101242684,0.0805152,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/9472_rj152.951.ech,,,,,,,,,,,,,,,,,,
505,505,HD 53927,4898.819,4.5586705,0.100000001,-0.16516852,-0.43763977,-0.09531301,-0.3092247,-0.23155117,-0.2561511,-0.24775848,-0.23897043,-0.23238975,-0.22935873,-0.2973026,-0.37630954,-0.29466307,-0.30027127,-0.2817319,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/53927_rj187.388.ech,,,,,,,,,,,,,,,,,,
232,232,HD 94178,4928.473,3.1368988,1.334031463,-0.28178456,0.014304727,-0.09162906,-0.16753608,-0.13220197,-0.13457637,-0.24440718,-0.08585291,-0.10169273,-0.16546938,-0.12990443,-0.08900456,-0.073862955,-0.08934116,0.0888927,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/94178_rj138.254.ech,,,,,,,,,,,,,,,,,,
888,888,HD 9554,4839.732,2.8133743,3.510690451,-0.17263463,0.046458602,0.12370435,-0.2432717,-0.14639239,-0.08890835,-0.27032247,-0.07161713,0.026616074,-0.12968136,-0.19572711,-0.26936877,-0.08063531,-0.04048726,0.01706183,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/9554_rj62.164.ech,,,,,,,,,,,,,,,,,,
1199,1199,Kepler-21 A,6151.0933,3.9263113,6.267666817,-0.10020815,0.08956934,0.19372943,-0.0810257,-0.06469232,-0.17638263,-0.020612173,0.06001594,0.067156956,-0.11607672,-0.002834839,-0.22256681,0.008155521,-0.094771825,0.036944985,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/K00975_rj97.3187.ech,,,,,,,,,,,,,,,,,,
918,918,HD 26634,4902.4097,3.0301425,1.79961586,-0.3722567,-0.012181431,-0.19628996,-0.2220742,-0.21202476,-0.21045722,-0.36000547,-0.16711345,-0.16888371,-0.28380686,-0.20361076,-0.16857646,-0.14591046,-0.16575846,0.04073766,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/26634_rj62.206.ech,,,,,,,,,,,,,,,,,,
1018,1018,HD 140025,5524.759,3.8863049,1.557874441,0.08614774,0.27157882,0.21755926,0.16473852,0.1280173,0.15629365,0.08578578,0.20745271,0.18062359,0.14082733,0.18558963,0.17323741,0.19143538,0.15883192,0.20510502,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/140025_rj70.464.ech,,,,,,,,,,,,,,,,,,
279,279,HD 101847,5948.2017,4.47134,5.556346416,0.11455642,0.25411472,0.18430026,0.1411054,0.14992,0.16653648,0.17819116,0.2493885,0.19197878,0.18921499,0.23263362,0.22439224,0.22598754,0.2118339,0.24749993,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/101847_rj15.2018.ech,,,,,,,,,,,,,,,,,,
147,147,KIC-9410862,6045.2427,4.2957497,0.100000001,-0.22321257,-0.082824886,-0.19388346,-0.35369706,-0.28903022,-0.3742821,-0.29094088,-0.24769802,-0.1845671,-0.1253285,-0.35581142,-0.6672951,-0.351823,-0.38511392,-0.44308037,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC9410862_rj128.145.ech,,,,,,,,,,,,,,,,,,
954,954,HD 39828,4869.7856,3.0979125,1.528858781,-0.12720057,0.2702648,0.005773537,0.10112625,0.016117796,0.044917352,-0.10341557,0.067856714,0.055596665,-0.022608683,0.067689836,0.1895271,0.11732875,0.10156953,0.25414127,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/39828_rj63.1621.ech,,,,,,,,,,,,,,,,,,
812,812,HD 190067,5367.7515,4.6080832,0.100000001,-0.31588054,-0.54560894,-0.14494479,-0.42079613,-0.26044446,-0.28732118,-0.23904832,-0.31449208,-0.25438702,-0.2880078,-0.38228375,-0.5498265,-0.3747425,-0.3563194,-0.32797053,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/190067_rj55.975.ech,,,,,,,,,,,,,,,,,,
1179,1179,HD 179306,5043.6123,3.0283513,3.313570591,-0.11226085,0.33939558,0.03252213,0.16523167,-0.003095053,0.0068428,-0.05706447,0.18697855,0.1184553,-0.003815375,0.17953493,0.21286303,0.23221824,0.1907264,0.64165366,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/179306_rj94.241.ech,,,,,,,,,,,,,,,,,,
316,316,HD 187897,5938.0205,4.4660306,3.914369106,0.10476592,0.16419046,0.0956703,0.10904082,0.1159023,0.13350718,0.12554438,0.19330435,0.15058829,0.18740436,0.18412593,0.16494241,0.17717174,0.12887602,0.20807463,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/187897_rj152.509.ech,,,,,,,,,,,,,,,,,,
715,715,HIP 54498,5847.1978,4.410583,1.478785276,0.05735276,0.112960495,0.06455453,0.09777933,0.07326177,0.070021026,0.071808584,0.05920091,0.045232587,0.042284448,0.07772801,0.09475237,0.07509532,0.08353515,0.055040184,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HIP54498_rj32.1736.ech,,,,,,,,,,,,,,,,,,
24,24,HD 20155,5995.308,4.121313,3.247131348,0.22898842,0.35561252,0.29862756,0.3296485,0.1808013,0.25833762,0.23638481,0.24671447,0.22929674,0.0735933,0.2134673,0.33279052,0.24711396,0.30195314,0.3006483,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/20155_rj05.549.ech,,,,,,,,,,,,,,,,,,
135,135,KIC-6603624,5591.1357,4.246353,1.804689646,0.20318022,0.27392167,0.2514164,0.29547712,0.19229779,0.21433502,0.21026623,0.2006275,0.20083757,0.18797287,0.21749195,0.2556803,0.22369526,0.23488258,0.11797149,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC6603624_rj128.125.ech,,,,,,,,,,,,,,,,,,
886,886,HD 7931,4796.6606,3.1809692,1.244180083,-0.00923482,0.22823879,0.075699344,0.11752061,0.088192165,0.20749083,-0.026608288,0.11549385,0.12962687,0.04052525,0.10840747,0.24940786,0.15868416,0.17411631,0.13416666,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/7931_rj62.162.ech,,,,,,,,,,,,,,,,,,
459,459,HD 31966,5715.4136,4.1044364,2.419608116,0.04721396,0.0723481,0.18472593,0.026112786,0.08462209,0.120396554,0.06272115,0.1144042,0.13018076,0.06980159,0.07326412,0.006754628,0.093006685,0.084123395,0.058141075,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/31966_rj187.108.ech,,,,,,,,,,,,,,,,,,
634,634,HD 182619,5554.8486,4.514174,1.298699856,-0.10030193,-0.14108714,-0.016781641,-0.1279829,-0.08150284,-0.046430264,-0.072938934,-0.09810203,-0.073240034,-0.11445999,-0.109499104,-0.14803852,-0.11436938,-0.1184158,-0.059088983,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/182619_rj21.1541.ech,,,,,,,,,,,,,,,,,,
484,484,HD 51219,5640.488,4.4399924,1.540846109,-0.022978544,-0.038059488,0.019206213,-0.06563541,0.006705471,0.004398368,-0.012170925,-0.009556003,0.016739037,-0.007973008,-0.013611908,-0.05032131,-0.012529892,-0.033012938,-0.10652897,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/51219_rj187.170.ech,,,,,,,,,,,,,,,,,,
364,364,HD 210702,4951.2217,3.283145,1.606174827,-0.0589631,0.29283848,0.08330087,0.067252114,0.06422414,0.07782114,-0.049848087,0.117647216,0.09827587,0.022586465,0.120131046,0.21774068,0.16085991,0.13977745,0.3063808,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/210702_rj156.1776.ech,,,,,,,,,,,,,,,,,,
45,45,HD 115617,5562.3843,4.435998,0.830086733,-0.049296327,-0.16271766,-0.015474631,-0.08166437,-0.01830809,0.00618688,-0.004386848,0.00171088,-0.007627312,-0.04234464,-0.05350378,-0.07535955,-0.035852008,-0.046824496,-0.06893636,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/115617_rj06.1132.ech,,,,,,,,,,,,,,,,,,
675,675,HD 7510,5478.2437,3.8637588,1.091289163,0.11398953,0.19923714,0.16120872,0.13805541,0.11778005,0.14173049,0.09446557,0.17663245,0.14673671,0.100382835,0.14242855,0.1512504,0.16283311,0.1580748,0.1951373,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/7510_rj23.1109.ech,,,,,,,,,,,,,,,,,,
974,974,HD 65430,5148.198,4.461271,2.136134629,0.060316063,-0.10076943,0.20833576,-0.07521041,-0.021364428,0.04518631,-0.03235143,-0.049905926,-0.008431271,-0.02928672,-0.11551161,-0.19034939,-0.111694336,-0.1006312,-0.218777,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/65430_rj63.479.ech,,,,,,,,,,,,,,,,,,
1020,1020,HTR136-001,5681.077,4.075897,3.695827263,0.3087029,0.4528305,0.3591575,0.5692005,0.37598717,0.48018548,0.37273416,0.42170197,0.41188335,0.38658017,0.4230371,0.53990453,0.4237515,0.52315164,0.4167642,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR136-001_rj70.668.ech,,,,,,,,,,,,,,,,,,
183,183,HD 23439,5077.0654,4.6937976,0.099999995,-0.47152597,-0.8445843,-0.076875135,-1.0928706,-0.70351833,-0.7428738,-0.6532106,-0.7337873,-0.7149453,-0.85000515,-1.0738775,-1.3973615,-0.99477065,-0.9657777,-0.353914,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/23439_rj50.267.ech,,,,,,,,,,,,,,,,,,
127,127,KIC-5021689,6108.68,3.9353123,7.059004307,-0.10321468,-0.01285401,0.21553801,-0.06911419,-0.067318544,-0.15432018,-0.030746609,0.007504536,0.029837627,-0.15611172,-0.012825386,-0.24495482,-0.010043373,-0.099328294,0.001602393,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC5021689_rj128.108.ech,,,,,,,,,,,,,,,,,,
56,56,HD 157347,5712.143,4.415121,0.100000003,0.030081676,-0.0801906,-0.030255867,0.008704415,0.01890535,0.073762834,0.022220984,0.077925205,0.041047025,0.009485504,-0.004106522,-0.008190403,0.023491932,0.019514343,0.015774643,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/157347_rj08.725.ech,,,,,,,,,,,,,,,,,,
575,575,KIC-7842033,5947.618,4.3062053,0.594122433,-0.02211751,0.030234909,-0.000678705,-0.022461668,0.01284737,0.033656664,0.019865418,0.024955086,0.06968912,-0.23791714,0.026145011,-0.025645912,0.033740625,0.013580268,-0.02368309,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC7842033_rj193.1282.ech,,,,,,,,,,,,,,,,,,
271,271,HD 11373,4756.2646,4.4623847,2.13414296,-0.03201672,-0.17664728,-0.1281417,0.1327194,0.011620849,0.0849537,0.13091567,0.15748985,0.06373766,0.06008566,0.0625269,0.094684765,0.10128306,0.079652965,-0.048098445,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/11373_rj15.1755.ech,,,,,,,,,,,,,,,,,,
936,936,HD 192153,5133.229,3.581968,0.707874417,-0.31244725,-0.18852875,-0.18628877,-0.27860937,-0.20957088,-0.23427635,-0.29304928,-0.17924881,-0.18809089,-0.24131358,-0.2339219,-0.263834,-0.19702168,-0.22193407,-0.015937954,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/192153_rj62.77.ech,,,,,,,,,,,,,,,,,,
101,101,HD 67767,5251.286,3.6688125,1.075760841,-0.13107203,0.11356561,0.002166666,-0.08048476,-0.0349174,-0.03567367,-0.08954497,0.018019982,0.005004983,-0.036716454,-0.013482623,-0.037101895,0.01358442,-0.013334475,0.013970077,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/67767_rj118.387.ech,,,,,,,,,,,,,,,,,,
