,Unnamed: 0,SIMNAME,TEFF,LOGG,VSINI,CH,NH,OH,NaH,MgH,AlH,SiH,CaH,TiH,VH,CrH,MnH,FeH,NiH,YH,DIR,,,,,,,,,,,,,,,,,,
107,107,HD 96700,5847.1143,4.3365483,0.100000001,-0.12645747,-0.23422226,-0.04600804,-0.23087162,-0.13747594,-0.17231762,-0.15473245,-0.1588715,-0.13093014,-0.15250544,-0.17760922,-0.30991167,-0.17563376,-0.20958094,-0.2476322,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/96700_rj118.818.ech,,,,,,,,,,,,,,,,,-0.191052345,-0.202957288
341,341,HD 691,5489.0825,4.481282,5.551891327,0.101963386,0.0052398,0.12514457,0.1135173,0.10672635,0.1348688,0.16688624,0.273456,0.2010917,0.18853843,0.23301023,0.21754397,0.23904148,0.1528471,0.2679371,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/691_rj152.950.ech,,,,,,,,,,,,,,,,,0.148626612,0.231332201
762,762,HD 28099,5804.698,4.499393,3.463891029,0.11769445,0.14742959,0.15114737,0.1080221,0.12643781,0.121088535,0.122026734,0.22155054,0.16023214,0.17838445,0.21414192,0.20335186,0.19571598,0.15611759,0.24989386,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/28099_rj50.276.ech,,,,,,,,,,,,,,,,,0.173627819,0.253006128
1049,1049,HD 83394,4928.9854,3.2121735,1.022773743,-0.3042459,-0.020457178,-0.14033511,-0.24783689,-0.17577916,-0.16354947,-0.32903242,-0.17036945,-0.15801388,-0.2542679,-0.22329395,-0.18967538,-0.1685056,-0.16852427,-0.096378565,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/83394_rj72.70.ech,,,,,,,,,,,,,,,,,-0.161236166,-0.030325105
909,909,HD 18667,4855.5127,3.080971,1.598176956,-0.22644866,0.10073811,-0.07269438,-0.09703623,-0.109702304,-0.08138489,-0.21982685,-0.058410168,-0.06296882,-0.1225017,-0.071844965,0.014594764,-0.019472897,-0.017314002,0.12572837,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/18667_rj62.192.ech,,,,,,,,,,,,,,,,,-0.003681523,0.14881584
826,826,HD 161797,5559.4355,3.9657855,0.099999996,0.22586374,0.316077,0.2434818,0.27570698,0.22458227,0.24896708,0.21459013,0.26671225,0.22817208,0.20785849,0.2558773,0.30571687,0.27220482,0.27267691,0.23566204,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/161797_rj59.1280.ech,,,,,,,,,,,,,,,,,0.285578873,0.307005156
88,88,HD 91876,6177.555,4.0961394,4.71916151,0.19870676,0.57776296,0.3849618,0.44755328,0.22603592,0.26944673,0.2940537,0.31543982,0.30112952,0.20803346,0.3097523,0.38511372,0.32083568,0.35245192,0.31202045,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/91876_rj117.359.ech,,,,,,,,,,,,,,,,,0.291043704,0.302560849
129,129,KIC-5689820,4969.511,3.7106228,0.100000001,0.15848528,0.23856717,0.17692387,0.23571472,0.20415226,0.29729006,0.12512779,0.24385966,0.22241455,0.1766381,0.25004455,0.32327208,0.27037156,0.26056492,0.1260347,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC5689820_rj128.114.ech,,,,,,,,,,,,,,,,,0.243210901,0.113372175
330,330,HD 201989,5728.264,4.524956,4.88323307,0.06805985,0.046112783,0.09139244,0.09148206,0.058864854,0.06763474,0.084802195,0.13802671,0.11477606,0.13084151,0.13574219,0.11315812,0.12320042,0.08947454,0.09968053,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/201989_rj152.717.ech,,,,,,,,,,,,,,,,,-1.56E-05,0.136714173
649,649,HD 207485,5684.4526,4.524272,5.750434875,0.004780697,-0.003864674,0.048871208,-0.03931569,-0.028883342,-0.04155733,0.0185887,0.101137236,0.032613754,0.05851192,0.08625181,0.031814586,0.078273915,-0.003113487,0.14055002,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/207485_rj21.1576.ech,,,,,,,,,,,,,,,,,-0.04255463,0.116904567
207,207,HD 19034,5536.253,4.5723376,0.100000001,-0.2726064,-0.48088115,0.117469,-0.37587473,-0.22912718,-0.18465057,-0.24808075,-0.3247473,-0.17883922,-0.31360954,-0.50311506,-0.7812648,-0.49293965,-0.43297744,-0.42384595,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/19034_rj131.1144.ech,,,,,,,,,,,,,,,,,-0.403720838,-0.383885934
90,90,HD 111814,5646.4365,3.9262238,0.390874177,0.16170025,0.2939001,0.22058885,0.32469824,0.16985102,0.24868491,0.18364511,0.21770887,0.19880207,0.15173073,0.2075551,0.27903774,0.22198665,0.27162728,0.23276491,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/111814_rj117.361.ech,,,,,,,,,,,,,,,,,0.248540478,0.291923852
555,555,HTR205-22,6067.6704,4.1222153,6.563433647,0.06813882,0.14211887,0.2781773,0.108141884,0.09541472,0.06867193,0.1313515,0.187649,0.13858598,0.106896594,0.14262933,0.053916655,0.15630421,0.119491585,0.2213309,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR205-22_rj19.1056.ech,,,,,,,,,,,,,,,,,0.095759292,0.228384402
429,429,HD 69897,6265.588,4.213435,0.248243836,-0.16089569,0.08609576,-0.06027156,-0.20085947,-0.15429053,-0.3582632,-0.13722813,-0.14064428,-0.086626366,-0.12858373,-0.16644411,-0.4052227,-0.16559307,-0.23904045,-0.21717104,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/69897_rj185.1106.ech,,,,,,,,,,,,,,,,,-0.197428874,-0.145303707
303,303,HD 145229,5954.1333,4.4933677,3.416815519,-0.080932274,-0.1944904,-0.02736752,-0.24527377,-0.16089295,-0.25189713,-0.15097383,-0.08573782,-0.1305314,-0.07174838,-0.099331275,-0.25076678,-0.10866012,-0.21586281,-0.03273346,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/145229_rj150.715.ech,,,,,,,,,,,,,,,,,-0.146281439,-0.006985608
446,446,HD 79498,5748.676,4.3455906,1.972675473,0.15504353,0.18597312,0.15313768,0.23387587,0.16956028,0.20327231,0.18808432,0.18380547,0.16694681,0.1768497,0.1872158,0.24991858,0.18228865,0.20981964,0.1569184,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/79498_rj185.395.ech,,,,,,,,,,,,,,,,,0.179854348,0.21536637
721,721,HD 238069,5828.189,4.0785184,2.994951725,0.23653951,0.2930924,0.28583103,0.31129622,0.24605072,0.2863965,0.23862556,0.24657162,0.24030565,0.20965032,0.24724784,0.30917335,0.2603785,0.2870019,0.2581968,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/238069_rj32.1742.ech,,,,,,,,,,,,,,,,,0.289166074,0.212262379
189,189,HD 201219,5610.6147,4.4825196,2.915126085,0.04701383,0.08220155,0.07605283,0.06015845,0.06621053,0.043819636,0.09001799,0.12518075,0.08341055,0.08392408,0.11919795,0.08769007,0.104551084,0.081966,0.14241889,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/201219_rj130.1511.ech,,,,,,,,,,,,,,,,,0.075989267,0.076455274
923,923,HD 26140,4943.1006,3.4310362,0.100000001,-0.39986503,-0.24348715,-0.14707091,-0.37509677,-0.25758594,-0.17158902,-0.31844473,-0.25007808,-0.12692375,-0.26244718,-0.4024228,-0.55919045,-0.36590677,-0.31441703,-0.15751046,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/26140_rj62.220.ech,,,,,,,,,,,,,,,,,-0.320425795,-0.15774771
1140,1140,BD-10 3166,5314.206,4.402348,2.175269127,0.26840797,0.42842636,0.2736458,0.4732681,0.28996894,0.34908882,0.31082013,0.30130568,0.30755752,0.3115801,0.30838305,0.39144194,0.3164602,0.36823064,0.17145072,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/BD-103166_rj82.813.ech,,,,,,,,,,,,,,,,,0.369489299,0.179453133
432,432,HD 49933,6674.1157,4.268142,0.100000001,-0.68184143,-0.17446254,-0.15679511,-0.30364528,-0.25376713,-2.2494383,-0.20872454,-0.24564463,-0.13562688,-0.12450893,-0.301317,-0.54665816,-0.27102178,-0.4082188,-0.37815362,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/49933_rj185.1115.ech,,,,,,,,,,,,,,,,,-0.280067645,-0.254948659
3,3,HD 34887,5535.144,4.311936,1.740277052,0.31262156,0.404359,0.26672333,0.46622828,0.273936,0.36687884,0.33260342,0.29621485,0.2668457,0.25851446,0.2801525,0.42389727,0.3180998,0.36498618,0.24232608,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/34887_rj04.873.ech,,,,,,,,,,,,,,,,,0.082486074,0.206030183
156,156,KIC-11395018,5595.6084,3.882233,2.940284252,0.16976681,0.3111942,0.22544734,0.28157446,0.20434842,0.30107895,0.207286,0.28092736,0.2735585,0.19455983,0.25911307,0.315644,0.28342533,0.33047262,0.3667302,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC11395018_rj128.497.ech,,,,,,,,,,,,,,,,,0.332304052,0.248311456
213,213,HTR125-017,5074.32,3.091158,3.469561577,-0.21160893,0.24728993,-0.088456795,0.089882456,-0.0668196,-0.09885655,-0.1653418,0.109364346,0.038315304,-0.05885698,0.09991065,0.053613544,0.14446539,0.07949608,0.47576606,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR125-017_rj132.106.ech,,,,,,,,,,,,,,,,,0.121506258,0.220843286
862,862,HD 217681,4953.5635,3.4519875,1.684289575,0.015255649,0.2998298,0.052750632,0.1723394,0.14599599,0.17974985,0.04329204,0.18461661,0.15835068,0.1043154,0.20226045,0.32993475,0.23442253,0.23517969,0.26722336,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/217681_rj62.101.ech,,,,,,,,,,,,,,,,,0.202103955,0.288173504
1000,1000,HTR183-008,5743.175,4.424725,3.874180794,0.09225671,0.11838964,0.21555471,0.06423764,0.08000741,0.19100274,0.0805627,0.10707474,0.18305866,0.10399661,0.06539297,-0.02696653,0.0694108,0.04656777,-0.020858329,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR183-008_rj68.132.ech,,,,,,,,,,,,,,,,,-0.021697994,0.055206509
488,488,HD 71334,5724.3794,4.450539,0.645028174,-0.07366903,-0.16867986,-0.035799336,-0.11858617,-0.030410985,-0.027806198,-0.060996085,-0.047044277,-0.02752502,-0.04671929,-0.07014513,-0.12633723,-0.07605076,-0.081161715,-0.10994035,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/71334_rj187.174.ech,,,,,,,,,,,,,,,,,-0.112583706,-0.08196432
884,884,HD 4917,4802.0386,2.9723895,1.121640801,-0.008343063,0.35462153,0.08880593,0.23333767,0.071702585,0.13401642,-0.018636048,0.1630946,0.13792145,0.043239407,0.17937228,0.34694052,0.23751917,0.23897897,0.39852464,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/4917_rj62.157.ech,,,,,,,,,,,,,,,,,0.241714167,0.466788658
687,687,HD 53532,5670.599,4.5119553,5.32154417,0.036212374,-0.055242084,0.022838758,-0.008443894,0.057552453,0.037253693,0.08291866,0.16190448,0.10768318,0.08939857,0.14480463,0.080282554,0.13794397,0.069232725,0.21366374,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/53532_rj23.1585.ech,,,,,,,,,,,,,,,,,0.089224177,0.215433939
672,672,HD 5946,5643.1924,4.114779,2.103811026,0.31004333,0.40666953,0.31933802,0.4700506,0.29058427,0.3680692,0.3305658,0.30803424,0.29588228,0.26525515,0.32517034,0.42557362,0.3336582,0.39433655,0.25725868,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/5946_rj23.1106.ech,,,,,,,,,,,,,,,,,0.355825731,0.299991228
1040,1040,HD 108189,5373.1323,3.5602446,6.806945324,-0.13667466,-0.0785076,0.056018945,-0.15295534,-0.09865987,-0.15457448,-0.15344842,0.051588126,0.004495442,-0.0847174,0.008263864,-0.13093084,0.023087375,-0.06706622,0.24208474,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/108189_rj72.389.ech,,,,,,,,,,,,,,,,,-0.010393104,0.281075478
11,11,HD 33822,5681.7876,4.20256,2.568444014,0.21084635,0.32140344,0.21342985,0.3473301,0.21660006,0.2927613,0.24497,0.23833664,0.22244978,0.22312231,0.24144752,0.30699342,0.24268356,0.27800825,0.14584154,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/33822_rj04.885.ech,,,,,,,,,,,,,,,,,0.188017362,0.102174281
371,371,Kepler-406,5597.2373,4.3256283,2.113670701,0.12992445,0.15627053,0.13563268,0.22255202,0.1891788,0.26633278,0.19192755,0.20131892,0.1984309,0.20711066,0.18544365,0.19186135,0.20396557,0.23269287,0.12706749,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/K00321_rj156.87.ech,,,,,,,,,,,,,,,,,0.185111405,0.049522632
734,734,HD 9986,5787.425,4.4219766,1.09678319,0.037171364,0.05450139,0.09197879,0.035319474,0.060679983,0.07887099,0.06892212,0.09610844,0.05900669,0.07631071,0.07747173,0.054165985,0.07565498,0.05213554,0.12693867,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/9986_rj38.268.ech,,,,,,,,,,,,,,,,,-0.026992295,0.014738226
46,46,HD 117497,6192.4756,4.0596967,11.07035637,0.004844084,0.2698977,0.37045574,0.020438455,0.031238958,-0.064346634,0.10145828,0.1348047,0.102935,0.01113173,0.09078858,-0.12680754,0.094596416,0.027317706,0.087338865,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/117497_rj06.1133.ech,,,,,,,,,,,,,,,,,-0.007368681,0.076402458
10,10,HD 73534,4917.124,3.6022167,0.100000001,0.16537848,0.27290055,0.20405115,0.30481315,0.19956377,0.29323962,0.12981606,0.23916653,0.2255378,0.18977913,0.25902128,0.34809172,0.27331516,0.29418188,0.1392504,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/73534_rj04.884.ech,,,,,,,,,,,,,,,,,0.250243819,0.067424226
1002,1002,HTR159-015,5992.493,4.314478,4.22659874,-0.102605574,-0.32428545,-0.062623575,-0.1560703,-0.14111671,-0.19151817,-0.116799414,-0.06322729,-0.038267553,-0.058005646,-0.103869736,-0.27172655,-0.121699154,-0.19455497,-0.11035957,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR159-015_rj68.167.ech,,,,,,,,,,,,,,,,,-0.136164131,-0.106860726
395,395,HD 68168,5730.284,4.384266,1.769688885,0.06135981,0.026310692,0.05824702,0.10534848,0.10301044,0.12866798,0.10375838,0.10607147,0.09613697,0.092995904,0.09770012,0.097815886,0.09849548,0.112832405,0.069901094,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/68168_rj166.533.ech,,,,,,,,,,,,,,,,,0.077578653,0.185474404
122,122,KIC-2852862,6165.521,3.8492153,9.354553223,-0.1678754,0.36551654,0.2816242,-0.16244836,-0.093754515,-0.21382788,-0.040812828,0.023188777,0.053268597,-0.16348809,0.01528347,-0.26181942,0.00534974,-0.12784803,0.00984754,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC2852862_rj128.102.ech,,,,,,,,,,,,,,,,,-0.034417035,0.063582513
192,192,HD 136925,5779.1685,4.4483933,0.100000001,-0.15544033,-0.2304883,0.08837438,-0.19527721,-0.094475746,-0.015300678,-0.09527826,-0.15263605,-0.007852554,-0.09368038,-0.27784348,-0.5163212,-0.283525,-0.23877811,-0.27002048,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/136925_rj130.1669.ech,,,,,,,,,,,,,,,,,-0.234982494,-0.266626909
621,621,HD 17156,5969.934,4.1474953,4.17054987,0.1509909,0.30248988,0.26217413,0.2972666,0.15800063,0.23144542,0.20043392,0.23167598,0.19804476,0.1383943,0.20450507,0.25979012,0.21464032,0.25052652,0.21935113,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/17156_rj21.1379.ech,,,,,,,,,,,,,,,,,0.178469654,0.247322164
1110,1110,HD 69830,5387.8955,4.475244,0.525462144,-0.07909616,-0.09720966,-0.025025658,-0.0689205,-0.042470552,-0.027452145,-0.026877712,-0.037197262,-0.029209938,-0.035556585,-0.054797664,-0.08390347,-0.055641595,-0.058590665,-0.037145406,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/69830_rj83.356.ech,,,,,,,,,,,,,,,,,-0.04034892,-0.031500209
996,996,HD 45210,5657.942,3.743553,7.550825596,-0.12955594,-0.24955818,0.02362697,-0.1986381,-0.08397282,-0.15584548,-0.1657067,0.057840087,0.04330213,-0.046798997,-0.024798652,-0.18744156,0.005455784,-0.078462265,0.21857968,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/45210_rj67.993.ech,,,,,,,,,,,,,,,,,-0.054010125,0.170868984
787,787,HD 176377,5877.0957,4.5204945,0.873888706,-0.1476099,-0.21442904,-0.12193863,-0.28113267,-0.18374601,-0.25751108,-0.18075071,-0.1844256,-0.18079524,-0.19725686,-0.22002287,-0.35613623,-0.20898695,-0.2596023,-0.16318408,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/176377_rj94.238.ech,,,,,,,,,,,,,,,,,-0.22224131,-0.136249477
439,439,HD 82443,5287.2295,4.428706,6.240510672,-0.03480593,-0.10591914,0.11308652,-0.10235519,-0.12506166,-0.119981006,-0.033313803,0.09145383,-0.02339914,-0.04516916,0.001089752,-0.030773964,0.017884359,-0.10382294,0.044129536,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/82443_rj185.1159.ech,,,,,,,,,,,,,,,,,-0.080219509,0.027847235
654,654,HIP 113207,5632.435,4.078161,2.728956699,0.2119224,0.27427003,0.2636394,0.25277874,0.19487591,0.27746767,0.21477106,0.23758495,0.21900907,0.19803973,0.23392148,0.28666136,0.24910453,0.25336164,0.18204689,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HIP113207_rj21.1581.ech,,,,,,,,,,,,,,,,,0.265463848,0.251319014
873,873,HD 8508,4777.1533,2.8174188,4.029728889,-0.1749726,-0.09520617,0.12244457,-0.24085113,-0.115857825,-0.019695366,-0.20898952,-0.04026787,0.089018546,-0.05875265,-0.17582881,-0.19913943,-0.061424747,0.007388294,0.12557912,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/8508_rj62.128.ech,,,,,,,,,,,,,,,,,-0.012560257,0.10354899
72,72,HTR087-015,6153.6226,3.9551125,1.311313272,-0.106713876,0.026189499,0.13820174,-0.05522254,-0.10869104,-0.26487687,-0.056655817,-0.003995636,-0.048531845,-0.19420649,-0.07816748,-0.24645779,-0.049743,-0.15998217,-0.079347566,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR087-015_rj100.437.ech,,,,,,,,,,,,,,,,,-0.042649611,0.026555694
1078,1078,HD 129333,5647.816,4.351479,17.38983727,0.008439541,0.10794068,0.21770756,-0.13252613,-0.1889532,-0.19482794,-0.05719675,0.14124851,-0.013483452,0.05352802,0.047190957,-0.05791065,0.045447234,-0.13553968,0.037321214,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/129333_rj75.94.ech,,,,,,,,,,,,,,,,,-0.147473936,0.060538576
929,929,HD 34909,4970.3335,3.1504586,2.170724154,-0.23711623,0.12745553,-0.14713824,-0.05710716,-0.04425796,-0.065282606,-0.1468482,0.052639857,0.011219092,-0.053958446,0.041936606,0.085063316,0.08446656,0.03804838,0.35681668,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/34909_rj62.248.ech,,,,,,,,,,,,,,,,,0.022590004,0.366795209
229,229,HD 84453,4925.5854,3.2358882,0.868744314,-0.2018335,0.17254901,-0.103280574,0.022849731,-0.010568909,0.031546146,-0.13042116,0.023221679,0.035690255,-0.045729853,0.055319622,0.11845973,0.09275259,0.07731533,0.23086295,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/84453_rj138.240.ech,,,,,,,,,,,,,,,,,0.052143644,0.227735479
889,889,HD 9625,4945.6396,2.8943784,2.232971668,-0.16274822,0.2464729,-0.01792045,0.050877597,-0.05397275,-0.011093731,-0.12167407,0.090727374,0.03605871,-0.071573064,0.079442605,0.18545555,0.15286915,0.1458815,0.48285076,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/9625_rj62.165.ech,,,,,,,,,,,,,,,,,0.100020946,0.370621537
630,630,HIP 92922,5565.617,4.0900097,2.646445159,0.2722283,0.32461286,0.30178303,0.32970688,0.2747593,0.3599576,0.28547913,0.31955767,0.30933064,0.2636351,0.29408,0.35566643,0.3144201,0.3301439,0.23581488,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HIP92922_rj32.1339.ech,,,,,,,,,,,,,,,,,0.346898535,0.142994161
657,657,HD 207992,5443.149,4.515861,0.090191029,-0.113943495,-0.17804989,0.113414146,-0.16327311,-0.09546688,-0.016155466,-0.10619895,-0.17372552,-0.084379695,-0.1305077,-0.27452007,-0.40124083,-0.2671399,-0.22428802,-0.28897277,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/207992_rj21.1588.ech,,,,,,,,,,,,,,,,,-0.187814284,-0.25664239
482,482,HD 48938,6006.907,4.329664,0.100000001,-0.24516407,-0.12036243,-0.1810158,-0.40160498,-0.30794615,-0.4362169,-0.3025217,-0.2989732,-0.2339171,-0.32621264,-0.36404735,-0.59819764,-0.34885812,-0.3917146,-0.45644814,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/48938_rj187.167.ech,,,,,,,,,,,,,,,,,-0.375001854,-0.428014738
1141,1141,HD 99109,5251.311,4.3243904,2.074016809,0.38424754,0.43588084,0.4113771,0.46296892,0.33045477,0.40752882,0.3313759,0.33480102,0.34280166,0.3325181,0.34222358,0.36814246,0.342655,0.36734226,0.19484776,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/99109_rj82.818.ech,,,,,,,,,,,,,,,,,0.387125593,0.216958896
981,981,HD 13931,5853.116,4.278753,1.303220544,0.044238307,0.045015417,0.089285925,0.06449379,0.064984426,0.07727195,0.040601097,0.060481217,0.07442551,0.062728435,0.043270804,0.03250429,0.053204753,0.060043365,0.038640253,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/13931_rj64.151.ech,,,,,,,,,,,,,,,,,0.066850639,0.099826868
617,617,HD 146050,5632.1245,4.1479793,2.770385742,0.29654384,0.38257286,0.3206653,0.4570596,0.2905318,0.35605377,0.2998202,0.28913677,0.2780663,0.25018376,0.29870507,0.3671572,0.3030224,0.35519117,0.25056744,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/146050_rj21.1244.ech,,,,,,,,,,,,,,,,,0.342604628,0.298402542
1178,1178,HTR294-003,6132.509,4.402861,2.566593303,0.010040178,-0.18754566,0.068339124,0.009343378,0.0689855,0.0896435,0.032308575,-0.015277458,0.095584005,0.10432163,0.060308486,-0.021195367,0.039394148,0.04441298,0.00132554,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/HTR294-003_rj93.805.ech,,,,,,,,,,,,,,,,,-0.015456548,0.067572375
942,942,HD 206635,4944.205,3.654148,0.100000001,-0.11599361,-0.16487825,0.107251614,-0.17554948,-0.076866105,-0.008970375,-0.15018797,-0.120315984,-0.020858005,-0.11090259,-0.22884835,-0.26657748,-0.19019611,-0.1425735,-0.17335099,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/206635_rj62.88.ech,,,,,,,,,,,,,,,,,-0.144374538,-0.150195253
612,612,CD-23 12854,5340.6367,4.45395,2.767897099,0.1129279,0.14436112,0.14853315,0.168312,0.123166166,0.12148856,0.15884694,0.15811923,0.15947926,0.13842122,0.17611453,0.13461837,0.18061785,0.16925709,0.16941266,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/EPIC204129699_rj209.474.ech,,,,,,,,,,,,,,,,,0.186119069,0.0882928
52,52,HD 124257B,5803.028,4.306436,2.012102365,0.07735689,0.016800113,0.098147154,0.09146679,0.12679544,0.14227107,0.13776045,0.14726305,0.12300356,0.0932261,0.11867769,0.12537229,0.13018663,0.14180198,0.18206568,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/124257B_rj06.1827.ech,,,,,,,,,,,,,,,,,0.153810562,0.356441372
780,780,HD 93461,5037.0615,3.3721282,1.647654653,-0.1953157,0.08568314,-0.048871182,-0.11837288,-0.060147114,-0.08904574,-0.1578502,-0.009629458,-0.040820636,-0.086177,-0.025233671,-0.01279866,0.012687326,-0.019405097,0.18326756,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/93461_rj51.144.ech,,,,,,,,,,,,,,,,,-0.013860565,0.167911437
540,540,KOI-157,5820.1904,4.4345856,1.04483283,0.067872666,-0.036685973,0.038496565,0.048325643,0.06929522,0.09084209,0.04369398,0.05718,0.098317765,0.099791266,0.07848604,0.04820555,0.06923254,0.056553178,0.06189398,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/K00157_rj189.1687.ech,,,,,,,,,,,,,,,,,-0.001460809,-0.039441692
965,965,HD 20619,5732.019,4.5583296,1.097357105,-0.170631,-0.26619035,-0.09709366,-0.26073888,-0.17161821,-0.22912623,-0.17872281,-0.17616987,-0.1854163,-0.19269441,-0.2078538,-0.31608066,-0.2136035,-0.26547065,-0.13699855,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/20619_rj63.429.ech,,,,,,,,,,,,,,,,,-0.268809675,-0.204347702
777,777,HD 132173,6170.6753,4.41703,9.23541069,0.011567487,0.10488729,0.07973581,0.007120654,0.002681989,-0.10981247,0.025031708,0.09066259,0.07525985,0.051154435,0.10010851,-0.0795799,0.07856475,-0.025567897,0.11207897,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/132173_rj50.404.ech,,,,,,,,,,,,,,,,,-0.059874117,0.035541115
138,138,KIC-7747078,5918.4546,3.9372575,4.305428982,-0.14866666,-0.3657485,0.06915362,-0.14767477,-0.15469006,-0.25445035,-0.16425458,-0.071448036,-0.03868181,-0.12127298,-0.12890105,-0.32575384,-0.1290956,-0.18569838,-0.11085968,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/KIC7747078_rj128.130.ech,,,,,,,,,,,,,,,,,-0.141802392,-0.069055085
548,548,HD 131582,4728.413,4.5215216,0.100000001,-0.074474275,-0.49965116,0.000631917,-0.3381163,-0.24700603,-0.2713995,-0.22625735,-0.26110262,-0.25155747,-0.24256861,-0.33803055,-0.45023036,-0.33656257,-0.3304575,-0.6262903,/Users/malenarice/Desktop/Research/Stellar_Spectroscopy/ML/ech_files/131582_rj189.2471.ech,,,,,,,,,,,,,,,,,-0.331933636,-0.632592547
